Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Mean Confluency,SEM
33,low_het,NT,B2,14/09/2022 06:00,36,36.5179,32.94102,36.11513,42.8685,27.97483,53.17342,53.93575,39.07356,40.32501375,3.266815788
33,low_het,NT,B2,14/09/2022 09:00,39,42.49179,38.94238,39.22783,49.2348,32.47644,65.45837,64.71098,48.16864,47.58890375,4.256435137
33,low_het,NT,B2,14/09/2022 12:00,42,53.13927,46.75658,49.35131,60.03994,42.43977,70.49094,73.44036,55.95621,56.4517975,3.897235902
33,low_het,NT,B2,14/09/2022 15:00,45,59.12607,53.75034,55.77892,68.93028,49.58615,82.43663,84.56007,65.71664,64.9856375,4.602531174
33,low_het,NT,B2,14/09/2022 18:00,48,67.57526,60.44116,65.05621,77.28277,57.6036,90.35272,89.28799,75.23663,72.8545425,4.385235125
33,low_het,NT,B2,14/09/2022 21:00,51,81.22097,74.79315,77.75773,88.12281,70.8828,95.64979,94.78467,82.86454,83.2595575,3.188829471
33,low_het,NT,B2,15/09/2022 00:00,54,87.83722,82.37373,85.94665,94.45557,80.87392,98.25912,98.63615,90.88211,89.90805875,2.412435567
33,low_het,NT,B2,15/09/2022 03:00,57,95.62206,90.49599,93.78695,97.49221,88.55898,99.62651,99.64024,97.16338,95.29829,1.443873906
33,low_het,NT,B2,15/09/2022 06:00,60,98.76563,96.48942,98.13292,99.49484,95.83752,99.73537,100,99.5699,98.5032,0.554961203
33,low_het,NT,B2,15/09/2022 09:00,63,99.76234,99.54189,99.82175,99.84341,99.5072,100,100,99.92174,99.79979125,0.06694196
33,low_het,NT,B2,15/09/2022 12:00,66,99.98709,99.88451,99.97924,100,99.91429,100,100,99.96783,99.96662,0.015470539
33,low_het,NT,B2,15/09/2022 15:00,69,100,99.9929,99.98709,99.9968,100,100,100,100,99.99709875,0.001690203
12,low_het,NT,B3,12/09/2022 18:00,0,3.504562,3.077605,5.325065,4.258428,3.541234,4.014902,4.411673,3.745902,3.984921375,0.245013246
12,low_het,NT,B3,12/09/2022 21:00,3,4.380667,4.05649,6.210527,6.619592,5.137265,6.17727,6.101946,5.813209,5.56212075,0.330443442
12,low_het,NT,B3,13/09/2022 00:00,6,6.135612,4.930615,6.916996,8.120696,5.932446,7.229841,6.762046,7.12993,6.64477275,0.341971209
12,low_het,NT,B3,13/09/2022 03:00,9,6.717113,5.732148,9.010324,9.896194,7.618622,8.849842,8.329327,8.053431,8.025875125,0.470161325
12,low_het,NT,B3,13/09/2022 06:00,12,9.677187,8.541165,13.27094,11.82159,10.1725,9.746433,9.706825,10.94651,10.48539375,0.525096503
12,low_het,NT,B3,13/09/2022 09:00,15,10.86259,10.19633,13.96027,14.79963,12.55539,12.68739,11.20554,13.67461,12.49271875,0.574794806
12,low_het,NT,B3,13/09/2022 12:00,18,11.97682,10.72689,15.16793,16.52631,13.7444,16.74579,14.5111,17.01773,14.55212125,0.813795316
12,low_het,NT,B3,13/09/2022 15:00,21,15.37013,14.64892,20.00983,21.0917,18.27811,19.09788,18.23242,20.00724,18.34202875,0.803717109
12,low_het,NT,B3,13/09/2022 18:00,24,18.55926,15.8617,25.03702,23.56268,20.00519,23.58221,21.36165,22.04559,21.2519125,1.065682404
12,low_het,NT,B3,13/09/2022 21:00,27,23.58685,20.19006,30.84531,30.65108,26.50158,27.6398,24.92591,27.50723,26.4809775,1.262109156
12,low_het,NT,B3,14/09/2022 00:00,30,26.98822,21.7505,34.33566,35.1443,30.97963,35.09458,34.55515,35.11773,31.74572125,1.751843263
12,low_het,NT,B3,14/09/2022 03:00,33,34.52803,26.08916,41.65557,40.42886,36.08405,40.32423,38.38567,42.60871,37.513035,1.898072413
12,low_het,NT,B3,14/09/2022 06:00,36,40.29024,33.69338,48.75539,52.54876,44.91442,48.99379,45.19811,49.14875,45.442855,2.12446766
12,low_het,NT,B3,14/09/2022 09:00,39,45.995,37.28119,55.34617,57.18613,50.72171,55.53588,55.14785,58.05895,51.90911,2.505302984
12,low_het,NT,B3,14/09/2022 12:00,42,56.91787,47.98467,65.89447,69.69576,61.76415,67.17426,67.43703,70.28143,63.393705,2.692853637
12,low_het,NT,B3,14/09/2022 15:00,45,63.79459,52.40841,74.12355,78.63916,71.52876,75.61297,76.55915,77.57839,71.2806225,3.164498757
12,low_het,NT,B3,14/09/2022 18:00,48,75.55855,66.70125,85.51511,86.37518,78.88979,83.90359,84.42314,84.64829,80.7518625,2.393300018
12,low_het,NT,B3,14/09/2022 21:00,51,85.50159,75.05676,91.37968,94.6063,90.12756,91.71397,91.74107,93.60153,89.2160575,2.238850996
12,low_het,NT,B3,15/09/2022 00:00,54,91.38152,82.7059,96.32232,98.27941,94.25146,96.67552,97.41292,96.56085,94.1987375,1.808863568
12,low_het,NT,B3,15/09/2022 03:00,57,97.98581,91.0805,99.45305,99.41433,97.88986,98.95726,99.2563,98.86896,97.86325875,0.991964488
12,low_het,NT,B3,15/09/2022 06:00,60,99.61327,95.85924,99.48987,99.98183,99.717,99.71078,99.96961,99.94038,99.2852475,0.493480034
12,low_het,NT,B3,15/09/2022 09:00,63,99.96674,98.3942,99.87338,100,99.98552,100,100,100,99.77748,0.198198176
12,low_het,NT,B3,15/09/2022 12:00,66,100,99.3668,99.93532,100,100,100,100,100,99.912765,0.078404421
12,low_het,NT,B3,15/09/2022 15:00,69,100,99.99132,100,100,100,100,100,100,99.998915,0.001085
59,high_het,NT,B4,12/09/2022 18:00,0,5.59304,4.099445,5.387005,5.508017,4.126897,6.244877,6.290155,5.574328,4.758196,0.649259273
59,high_het,NT,B4,12/09/2022 21:00,3,8.334583,4.082577,7.817826,8.180861,6.49373,10.24489,11.84106,10.44403,7.826617444,0.973887529
59,high_het,NT,B4,13/09/2022 00:00,6,8.035881,4.636214,8.520061,8.942853,7.594722,10.97458,12.49986,12.2321,8.826252333,0.893676314
59,high_het,NT,B4,13/09/2022 03:00,9,9.084965,5.353473,9.251669,11.2836,9.477776,12.17357,13.55776,13.5956,10.30871256,0.87686721
59,high_het,NT,B4,13/09/2022 06:00,12,13.33151,7.988282,11.99663,12.88666,11.34574,13.06606,14.8921,14.39958,12.43406244,0.673342124
59,high_het,NT,B4,13/09/2022 09:00,15,15.34494,9.066051,13.02516,15.25377,12.79078,15.0127,17.76217,16.74477,14.44448233,0.850427568
59,high_het,NT,B4,13/09/2022 12:00,18,14.7256,9.657451,15.54557,15.08147,14.33874,18.63582,21.98502,21.50103,16.60785567,1.287579328
59,high_het,NT,B4,13/09/2022 15:00,21,20.42818,12.39189,20.32042,20.78043,16.68692,20.33544,23.53761,23.52976,19.89007222,1.153091063
59,high_het,NT,B4,13/09/2022 18:00,24,23.90959,12.66799,20.32247,21.92513,20.06201,26.16969,29.43885,29.80926,23.14499889,1.760747182
59,high_het,NT,B4,13/09/2022 21:00,27,30.45769,18.59088,27.45821,27.42809,25.78043,27.41668,32.93493,30.8406,27.54527889,1.354112824
59,high_het,NT,B4,14/09/2022 00:00,30,30.82672,21.66043,32.39817,31.28448,28.00078,35.55377,40.24162,42.4371,32.48923,2.095895746
59,high_het,NT,B4,14/09/2022 03:00,33,38.74891,25.09616,38.23044,34.93587,31.47542,40.62172,46.13383,45.95737,37.13330222,2.27813871
59,high_het,NT,B4,14/09/2022 06:00,36,47.74975,30.98851,44.05443,45.04412,41.89814,47.94028,52.07332,53.62195,44.3745,2.429261529
59,high_het,NT,B4,14/09/2022 09:00,39,49.8589,31.56584,46.51546,46.96358,45.95812,54.75969,62.14043,59.77034,48.50359556,3.214308333
59,high_het,NT,B4,14/09/2022 12:00,42,60.81293,41.08761,59.16466,59.07227,52.75868,65.27454,71.90717,68.5574,57.84836222,3.608437643
59,high_het,NT,B4,14/09/2022 15:00,45,64.85391,44.71481,63.55885,66.71827,55.10483,73.99762,78.25645,76.16614,63.15232,4.191761186
59,high_het,NT,B4,14/09/2022 18:00,48,78.94552,57.01144,74.53985,74.8951,65.2666,80.58655,86.26105,83.32441,72.09228,4.272555029
59,high_het,NT,B4,14/09/2022 21:00,51,83.46555,66.90751,81.98849,83.13456,75.52201,86.00449,90.93252,88.74159,78.63296889,4.20552812
59,high_het,NT,B4,15/09/2022 00:00,54,90.05006,70.99008,87.09229,88.14896,84.82319,91.68344,96.52624,92.92422,84.02649778,4.454854304
59,high_het,NT,B4,15/09/2022 03:00,57,95.77374,82.78115,93.07377,93.73949,89.10976,96.68378,98.73538,97.19555,89.34362444,4.358182761
59,high_het,NT,B4,15/09/2022 06:00,60,97.7102,89.27946,96.69839,97.55811,94.78719,98.75436,99.6599,98.91943,92.59633778,4.206009251
59,high_het,NT,B4,15/09/2022 09:00,63,99.29182,94.94537,98.89886,99.31729,97.40487,99.73817,99.95466,99.63799,94.68767,3.99596692
59,high_het,NT,B4,15/09/2022 12:00,66,99.95798,97.52212,99.58669,99.80967,98.6197,99.93109,99.98286,99.91307,95.70257556,3.723155437
59,high_het,NT,B4,15/09/2022 15:00,69,100,98.90665,99.83617,99.92152,99.66257,99.99337,99.97883,99.95834,96.36193889,3.422201011
26,high_het,NT,B5,12/09/2022 18:00,0,3.026661,3.214461,4.290318,4.091455,3.175946,3.545263,3.959722,2.912478,3.527038,0.18601755
26,high_het,NT,B5,12/09/2022 21:00,3,4.21438,4.677871,5.307037,6.325254,4.36018,5.633195,6.759586,4.408736,5.210779875,0.339961974
26,high_het,NT,B5,13/09/2022 00:00,6,5.021785,4.660116,7.003661,7.531618,5.506173,6.243989,8.455187,5.712206,6.266841875,0.461942917
26,high_het,NT,B5,13/09/2022 03:00,9,5.720743,5.692882,9.830638,8.889246,7.207916,7.667791,10.44123,6.653599,7.763005625,0.636965864
26,high_het,NT,B5,13/09/2022 06:00,12,8.780936,8.016552,11.08057,11.60211,9.879742,9.484469,12.2732,8.319766,9.929668125,0.557190932
26,high_het,NT,B5,13/09/2022 09:00,15,9.805984,8.689014,12.66035,14.22838,10.34856,11.38958,13.78968,10.88389,11.47442975,0.688123795
26,high_het,NT,B5,13/09/2022 12:00,18,9.844568,9.205159,13.14658,15.85071,12.55613,11.10502,16.00613,10.28457,12.24985838,0.927768543
26,high_het,NT,B5,13/09/2022 15:00,21,12.98042,12.84009,17.80512,20.55855,15.24537,14.51909,20.09806,13.80251,15.98115125,1.098086872
26,high_het,NT,B5,13/09/2022 18:00,24,14.51643,13.54629,19.43892,19.05943,17.72092,16.71185,21.26926,14.54074,17.10048,0.973601032
26,high_het,NT,B5,13/09/2022 21:00,27,17.91371,16.56961,22.0432,25.56674,22.31349,19.58063,25.71686,18.35405,21.00728625,1.225373005
26,high_het,NT,B5,14/09/2022 00:00,30,18.67795,19.3358,24.18671,30.15515,25.17448,22.37195,32.38807,22.3305,24.32757625,1.712966094
26,high_het,NT,B5,14/09/2022 03:00,33,23.01212,25.3045,30.39767,31.27267,31.97751,23.63323,35.18513,23.20415,27.9983725,1.68034527
26,high_het,NT,B5,14/09/2022 06:00,36,26.32504,29.42793,33.79794,41.14627,37.84748,31.62252,45.58636,30.54359,34.53714125,2.296179646
26,high_het,NT,B5,14/09/2022 09:00,39,29.72027,31.83047,41.20568,40.96475,40.97698,34.59428,48.40254,33.09959,37.59932,2.224406003
26,high_het,NT,B5,14/09/2022 12:00,42,35.29904,35.78308,47.29512,57.86748,51.53943,43.85994,59.4291,42.04305,46.63953,3.244230454
26,high_het,NT,B5,14/09/2022 15:00,45,41.00865,40.07833,55.06077,60.66734,60.3183,48.75306,67.98001,48.76071,52.82839625,3.503894815
26,high_het,NT,B5,14/09/2022 18:00,48,51.24598,53.95753,66.44934,70.59078,68.58754,56.65615,76.72475,53.61641,62.22856,3.360924989
26,high_het,NT,B5,14/09/2022 21:00,51,57.80472,62.87246,75.59454,84.69658,78.41421,70.89851,86.32996,67.06573,72.95958875,3.594702158
26,high_het,NT,B5,15/09/2022 00:00,54,58.3339,66.67832,81.89173,90.38837,83.37153,78.28091,92.12698,75.10824,78.2724975,4.052832446
26,high_het,NT,B5,15/09/2022 03:00,57,75.17052,82.27988,92.71716,96.64021,93.18113,86.38692,96.39176,84.97275,88.46754125,2.677630256
26,high_het,NT,B5,15/09/2022 06:00,60,80.34644,89.92174,95.91599,98.58855,96.34792,92.15287,98.70588,94.3319,93.28891125,2.133544243
26,high_het,NT,B5,15/09/2022 09:00,63,88.86288,96.82091,97.71545,99.45702,98.20782,96.6051,99.40907,97.77063,96.85611,1.200001789
26,high_het,NT,B5,15/09/2022 12:00,66,91.20213,97.94286,99.30282,99.77341,99.0089,98.72063,99.67916,98.71701,98.043365,0.999217987
26,high_het,NT,B5,15/09/2022 15:00,69,97.61746,99.54142,99.59769,99.86663,99.71024,99.36305,99.84778,99.57433,99.389825,0.259874872
114,high_het,NT,B6,12/09/2022 18:00,0,7.232708,4.877281,5.229184,5.396975,3.635953,4.969133,4.525171,3.463724,4.916266125,0.414066335
114,high_het,NT,B6,12/09/2022 21:00,3,8.535905,6.46498,7.026127,6.862298,4.369741,7.14161,6.715677,5.779406,6.611968,0.421929019
114,high_het,NT,B6,13/09/2022 00:00,6,8.800537,6.448932,7.966701,7.065395,5.151947,7.887961,7.049553,6.478434,7.1061825,0.39804119
114,high_het,NT,B6,13/09/2022 03:00,9,11.27889,7.921424,9.369333,7.676259,5.081539,7.882017,8.026797,6.8666,8.012857375,0.634604779
114,high_het,NT,B6,13/09/2022 06:00,12,13.64674,9.952399,10.1572,9.677734,6.892618,9.551056,8.910756,8.748904,9.692175875,0.671891885
114,high_het,NT,B6,13/09/2022 09:00,15,15.27439,11.21251,13.07133,12.42795,8.754098,11.78977,12.21277,10.76021,11.9378785,0.665531657
114,high_het,NT,B6,13/09/2022 12:00,18,17.74701,12.07058,14.27188,13.5876,8.610139,13.06941,13.13633,11.86728,13.04502863,0.905558186
114,high_het,NT,B6,13/09/2022 15:00,21,23.00952,16.13083,18.53959,17.38015,11.89419,17.26412,17.53688,14.67835,17.05420375,1.127406063
114,high_het,NT,B6,13/09/2022 18:00,24,27.32333,21.43842,21.98467,19.78276,14.21725,19.18672,19.85051,16.62874,20.05155,1.370312963
114,high_het,NT,B6,13/09/2022 21:00,27,31.53232,23.90263,25.9504,24.55939,18.1168,24.90159,25.09936,21.14306,24.40069375,1.365214951
114,high_het,NT,B6,14/09/2022 00:00,30,37.8338,27.29971,31.74839,28.59334,20.07587,28.13763,28.28535,23.84437,28.2273075,1.848477281
114,high_het,NT,B6,14/09/2022 03:00,33,47.08179,36.09744,39.19279,34.6498,23.44474,31.61672,33.05186,26.57862,33.96422,2.591121304
114,high_het,NT,B6,14/09/2022 06:00,36,54.82047,42.33685,44.2249,39.60794,29.33874,40.56805,42.19201,35.76683,41.10697375,2.570496563
114,high_het,NT,B6,14/09/2022 09:00,39,64.53999,51.44305,52.75336,46.27814,32.80513,44.94017,44.08333,39.13236,46.99694125,3.373102794
114,high_het,NT,B6,14/09/2022 12:00,42,70.24886,56.267,58.38211,57.14795,38.05849,55.08434,54.43967,48.80537,54.80422375,3.205987801
114,high_het,NT,B6,14/09/2022 15:00,45,81.12345,64.69849,66.39621,63.19506,43.93118,63.71673,61.72073,53.51609,62.2872425,3.766788827
114,high_het,NT,B6,14/09/2022 18:00,48,90.50514,79.04809,75.83794,74.04877,55.13569,71.63338,70.17927,61.09553,72.18547625,3.820830349
114,high_het,NT,B6,14/09/2022 21:00,51,95.52248,85.97977,84.64536,83.14241,63.41231,81.79954,81.01083,74.2518,81.2205625,3.296898831
114,high_het,NT,B6,15/09/2022 00:00,54,97.96697,91.51285,91.18273,90.63654,69.54839,88.07309,86.3133,83.81193,87.380725,2.947595413
114,high_het,NT,B6,15/09/2022 03:00,57,99.61996,96.38139,97.14378,96.256,80.67696,95.59557,94.9259,89.0907,93.7112825,2.140463697
114,high_het,NT,B6,15/09/2022 06:00,60,99.84019,98.28971,98.83338,98.526,89.32617,98.35221,97.79966,96.11683,97.13551875,1.175711417
114,high_het,NT,B6,15/09/2022 09:00,63,99.97207,99.03457,99.88315,99.46125,94.81363,99.51691,99.47743,98.86035,98.87742,0.595503164
114,high_het,NT,B6,15/09/2022 12:00,66,99.96516,99.82755,99.9455,99.82858,97.58447,99.76494,99.60821,99.56041,99.5106025,0.279796027
114,high_het,NT,B6,15/09/2022 15:00,69,100,99.99187,100,99.97295,98.93117,99.84245,99.86929,99.81903,99.803345,0.127368076
17,low_het,Gapdh,C1,12/09/2022 18:00,0,2.774393,3.409295,3.370233,2.427338,3.027343,2.695721,3.468368,2.398929,2.9464525,0.154369961
17,low_het,Gapdh,C1,12/09/2022 21:00,3,3.255641,4.218204,4.127923,2.998935,3.477314,3.370506,4.070763,3.127049,3.580791875,0.171693733
17,low_het,Gapdh,C1,13/09/2022 00:00,6,4.959025,5.52393,6.43418,4.271402,5.373142,3.9869,5.185546,4.218613,4.99409225,0.288908946
17,low_het,Gapdh,C1,13/09/2022 03:00,9,6.16532,6.925742,8.09338,5.328274,8.250928,5.4891,6.860455,6.291316,6.675564375,0.383117622
17,low_het,Gapdh,C1,13/09/2022 06:00,12,8.086073,7.99989,9.830843,6.257171,8.820954,6.526509,8.631513,7.264598,7.927193875,0.425508261
17,low_het,Gapdh,C1,13/09/2022 09:00,15,9.321665,9.35738,11.69567,7.958166,11.78684,7.173705,10.9853,9.731411,9.751267125,0.592305334
17,low_het,Gapdh,C1,13/09/2022 12:00,18,12.05249,12.0363,14.43612,8.813647,12.75664,8.190286,12.19207,9.919891,11.2996805,0.751405694
17,low_het,Gapdh,C1,13/09/2022 15:00,21,13.24314,13.98266,16.10071,11.4686,17.06238,11.53778,16.33256,14.53139,14.2824025,0.754983525
17,low_het,Gapdh,C1,13/09/2022 18:00,24,17.22246,16.446,21.06746,13.50606,21.07264,13.15525,18.5163,15.98394,17.12126375,1.06645822
17,low_het,Gapdh,C1,13/09/2022 21:00,27,20.21675,18.59122,23.1782,15.09533,24.51581,15.15222,23.60139,20.65287,20.12547375,1.291124893
17,low_het,Gapdh,C1,14/09/2022 00:00,30,22.42822,21.16648,28.49404,16.80138,27.59629,18.18919,26.24576,24.28929,23.15133125,1.515278649
17,low_het,Gapdh,C1,14/09/2022 03:00,33,30.47265,30.05211,38.34114,22.71218,36.55622,22.99982,33.27769,28.49336,30.36314625,2.012717625
17,low_het,Gapdh,C1,14/09/2022 06:00,36,33.79021,34.4534,41.91454,25.35627,44.26096,26.1778,40.8438,35.06105,35.23225375,2.463641103
17,low_het,Gapdh,C1,14/09/2022 09:00,39,41.57288,44.10429,54.36817,32.63632,51.65525,30.42143,43.69147,38.7418,42.14895125,2.945478321
17,low_het,Gapdh,C1,14/09/2022 12:00,42,47.77447,47.22588,63.17164,39.26143,57.74899,40.76739,56.4731,51.30933,50.46652875,2.95387101
17,low_het,Gapdh,C1,14/09/2022 15:00,45,62.25477,58.72132,74.20515,49.21718,68.68676,46.25485,64.6905,56.62764,60.08227125,3.334031519
17,low_het,Gapdh,C1,14/09/2022 18:00,48,71.45303,70.96796,82.1132,57.70022,81.91576,57.3204,77.02332,71.56338,71.25715875,3.388393091
17,low_het,Gapdh,C1,14/09/2022 21:00,51,79.36762,80.36071,91.50294,66.70058,90.00505,64.52599,86.30081,79.57181,79.79193875,3.507149498
17,low_het,Gapdh,C1,15/09/2022 00:00,54,90.98168,90.771,96.90189,78.74358,95.94337,76.81319,91.83279,88.53379,88.81516125,2.60286575
17,low_het,Gapdh,C1,15/09/2022 03:00,57,96.14592,96.77495,99.61592,88.48981,98.9873,89.57079,98.04427,95.32104,95.36875,1.47485222
17,low_het,Gapdh,C1,15/09/2022 06:00,60,98.97542,99.0991,99.90589,94.70731,99.83438,93.8876,99.39179,98.57961,98.0476375,0.836290121
17,low_het,Gapdh,C1,15/09/2022 09:00,63,99.67076,99.77819,99.96373,98.7909,99.90815,98.40601,99.73154,99.7437,99.4991225,0.202696634
17,low_het,Gapdh,C1,15/09/2022 12:00,66,99.9707,99.9401,99.99378,99.73981,100,99.6935,99.89948,99.92849,99.8957325,0.041051042
17,low_het,Gapdh,C1,15/09/2022 15:00,69,99.99125,99.98586,100,99.933,100,99.92898,99.96148,99.99132,99.97398625,0.010311881
33,low_het,Gapdh,C2,12/09/2022 18:00,0,5.440752,6.048063,5.592764,5.74321,5.577128,5.649585,6.067392,4.87892,5.62472675,0.132502291
33,low_het,Gapdh,C2,12/09/2022 21:00,3,5.683321,7.536124,6.684673,6.779938,6.423527,7.344638,6.928747,5.657165,6.629766625,0.24391627
33,low_het,Gapdh,C2,13/09/2022 00:00,6,8.047557,9.5221,8.860904,7.302501,6.704407,6.624577,7.030226,6.152344,7.530577,0.416372321
33,low_het,Gapdh,C2,13/09/2022 03:00,9,9.123415,9.788505,9.966742,8.797191,8.424043,8.974608,9.462617,7.815642,9.044095375,0.251645561
33,low_het,Gapdh,C2,13/09/2022 06:00,12,10.40128,9.952947,11.11383,9.166982,8.451775,10.63804,10.58731,9.01224,9.9155505,0.331808375
33,low_het,Gapdh,C2,13/09/2022 09:00,15,11.72961,11.69785,11.94561,11.23491,10.55446,11.00627,11.31562,10.68475,11.271135,0.178191139
33,low_het,Gapdh,C2,13/09/2022 12:00,18,14.99064,15.41801,15.04146,12.33473,11.86606,11.679,13.07904,11.06712,13.1845075,0.611210045
33,low_het,Gapdh,C2,13/09/2022 15:00,21,16.82501,16.81094,16.38733,15.01502,15.73488,15.81806,17.27143,13.45942,15.91526125,0.434566735
33,low_het,Gapdh,C2,13/09/2022 18:00,24,20.96304,20.80543,20.29031,18.55714,18.51372,18.54232,18.13988,15.92514,18.9671225,0.591698382
33,low_het,Gapdh,C2,13/09/2022 21:00,27,22.87341,23.60617,22.8963,22.81038,22.05358,22.70111,24.4648,20.70052,22.76328375,0.387302789
33,low_het,Gapdh,C2,14/09/2022 00:00,30,26.44176,27.27204,26.11151,24.94278,25.9976,25.18972,27.03937,25.29666,26.03643,0.30367704
33,low_het,Gapdh,C2,14/09/2022 03:00,33,34.13646,35.5774,35.27678,33.78783,32.83716,31.96166,30.48144,29.73688,32.97445125,0.753912141
33,low_het,Gapdh,C2,14/09/2022 06:00,36,39.17641,41.79626,41.47972,37.80076,39.35328,39.65512,40.6209,36.17617,39.5073275,0.66189191
33,low_het,Gapdh,C2,14/09/2022 09:00,39,50.87883,51.32498,54.32807,45.01509,44.6313,43.19595,44.71427,43.56991,47.2073,1.512560982
33,low_het,Gapdh,C2,14/09/2022 12:00,42,55.53424,59.29654,61.24522,55.53227,57.61951,59.73004,57.93008,56.4016,57.9111875,0.732127693
33,low_het,Gapdh,C2,14/09/2022 15:00,45,69.03314,72.30127,76.3189,64.4581,65.64993,69.06454,64.7691,64.80093,68.29948875,1.511437021
33,low_het,Gapdh,C2,14/09/2022 18:00,48,79.84319,82.66369,87.17944,79.16644,80.47162,87.17725,80.29201,81.36842,82.2702575,1.13247239
33,low_het,Gapdh,C2,14/09/2022 21:00,51,85.84217,92.0111,94.99638,90.2692,89.19743,93.16795,90.52413,90.60744,90.826975,0.965669415
33,low_het,Gapdh,C2,15/09/2022 00:00,54,95.21745,97.34081,98.97788,96.52774,96.1328,96.4716,94.8445,96.19455,96.46341625,0.452206301
33,low_het,Gapdh,C2,15/09/2022 03:00,57,98.33055,99.09521,99.83091,98.96675,98.8678,98.88561,98.44536,99.22987,98.9565075,0.165002171
33,low_het,Gapdh,C2,15/09/2022 06:00,60,99.61094,99.82926,99.92461,99.72327,99.81268,99.87756,99.18324,99.64686,99.7010525,0.083421392
33,low_het,Gapdh,C2,15/09/2022 09:00,63,99.83193,99.87653,99.902,99.90089,99.96442,99.7411,99.73809,99.74944,99.83805,0.030696977
33,low_het,Gapdh,C2,15/09/2022 12:00,66,99.85795,99.97663,99.99119,99.92105,99.98566,99.89879,99.95322,99.96612,99.94382625,0.016677872
33,low_het,Gapdh,C2,15/09/2022 15:00,69,99.99692,100,100,100,99.95745,100,99.97425,99.98593,99.98931875,0.005619328
12,low_het,Gapdh,C3,12/09/2022 18:00,0,4.176478,3.32359,3.373375,4.072197,3.730264,4.403546,4.570107,3.563292,3.901606125,0.166928031
12,low_het,Gapdh,C3,12/09/2022 21:00,3,5.159663,5.227683,4.270855,5.64132,5.386392,5.561284,6.279434,4.501408,5.253504875,0.225833443
