"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Agps",2.88637068903308e-67,0.361571812442107,0.669,0.442,7.38391349668443e-63,"Agps"
"Baz1b",3.26205572843591e-67,0.384454842430621,0.89,0.792,8.34499096448476e-63,"Baz1b"
"Fbln1",3.69004724876229e-67,-0.430200146140874,0.898,0.955,9.43987887178368e-63,"Fbln1"
"Psmd3",3.71020802593697e-67,-0.291760695971288,0.982,0.996,9.49145417195196e-63,"Psmd3"
"Psap",6.75307157039502e-67,-0.439044378269927,0.545,0.706,1.72757076913845e-62,"Psap"
"Hspa9",1.0886592084786e-66,-0.295422892529081,0.993,0.997,2.78500798712996e-62,"Hspa9"
"Cops6",1.30593209215837e-66,-0.298043288471063,0.987,0.997,3.34083547815954e-62,"Cops6"
"Zfp329",1.48705036759584e-66,0.348902056235146,0.677,0.445,3.80417225038369e-62,"Zfp329"
"Tasor2",2.23692604100879e-66,0.375108438878284,0.765,0.564,5.72250419810868e-62,"Tasor2"
"Smc4",2.56094002140415e-66,0.380408571064373,0.98,0.965,6.55139676275609e-62,"Smc4"
"Pip4p2",2.83214440076074e-66,-0.450666980109815,0.659,0.795,7.24519180602613e-62,"Pip4p2"
"Tlk2",3.01416489419714e-66,0.34635718928303,0.759,0.551,7.71083663233512e-62,"Tlk2"
"Puf60",4.71633839008895e-66,-0.290406900632505,0.989,0.997,1.20653368695256e-61,"Puf60"
"Pdzd8",5.97143445268551e-66,0.322054560778415,0.511,0.288,1.52761236168601e-61,"Pdzd8"
"Nbn",6.16417759688644e-66,0.335663278922507,0.553,0.324,1.57691991283549e-61,"Nbn"
"Fnbp1l",9.51940019538939e-66,0.391843128245293,0.854,0.695,2.43525295798451e-61,"Fnbp1l"
"5430416N02Rik",1.12282077859208e-65,-0.549752583578081,0.763,0.85,2.87240011579425e-61,"5430416N02Rik"
"Gpx4",1.20392783668768e-65,-0.309912492393118,0.996,0.999,3.07988819181443e-61,"Gpx4"
"R3hdm2",1.30673621238695e-65,0.376727507897289,0.656,0.438,3.34289257852831e-61,"R3hdm2"
"Kat6a",1.67119004766561e-65,0.328875955360699,0.53,0.306,4.27523837993815e-61,"Kat6a"
"Pfdn4",2.05514263219868e-65,-0.282522644356969,0.993,0.999,5.25746588169067e-61,"Pfdn4"
"Slc2a1",2.26679277901047e-65,-0.751142076480082,0.945,0.987,5.79890928726458e-61,"Slc2a1"
"Golgb1",2.42971532019878e-65,0.409411757025283,0.881,0.749,6.21569773213253e-61,"Golgb1"
"Rab18",2.83445878180433e-65,-0.338156351058778,0.931,0.976,7.25111245561184e-61,"Rab18"
"Tax1bp1",3.33572769382191e-65,0.343149682346717,0.975,0.933,8.5334585863352e-61,"Tax1bp1"
"Acat2",3.48596284525752e-65,-0.393084589753577,0.788,0.884,8.91779015073779e-61,"Acat2"
"Dnm1l",4.72337933943057e-65,0.3491437351299,0.714,0.492,1.20833490261313e-60,"Dnm1l"
"Noc3l",5.84455428611556e-65,0.359164798540489,0.688,0.465,1.49515387747408e-60,"Noc3l"
"Rcor2",6.44228251590875e-65,-0.402779804085502,0.77,0.863,1.64806471321978e-60,"Rcor2"
"Rnf219",6.44347846509014e-65,0.362676280100659,0.831,0.671,1.64837066093936e-60,"Rnf219"
"Yars",7.31189803136906e-65,-0.394704577310579,0.651,0.781,1.87052975438483e-60,"Yars"
"Akr1a1",8.74196151807915e-65,-0.285553147435,0.999,1,2.23636859555501e-60,"Akr1a1"
"Dbn1",1.18571363217954e-64,-0.377801408861101,0.898,0.96,3.03329261384171e-60,"Dbn1"
"Eif4a2",1.2313474286267e-64,-0.360989913327665,0.907,0.966,3.15003299191282e-60,"Eif4a2"
"Zdbf2",1.30624998198619e-64,0.390713928527317,0.673,0.458,3.34164870391708e-60,"Zdbf2"
"Mysm1",1.42772776978584e-64,0.348530394805555,0.663,0.442,3.65241318066613e-60,"Mysm1"
"Armcx2",1.6354237163298e-64,-0.406881141569691,0.683,0.804,4.18374095111488e-60,"Armcx2"
"Cdk12",3.11197612641286e-64,0.36045016757915,0.884,0.746,7.96105732658937e-60,"Cdk12"
"Aspm",5.11660894143799e-64,0.476527678463806,0.588,0.385,1.30893089939867e-59,"Aspm"
"Usp10",6.01779512352742e-64,0.361119767750856,0.929,0.854,1.53947234850079e-59,"Usp10"
"Epc2",8.0029328767713e-64,0.353828937045715,0.662,0.435,2.04731028853564e-59,"Epc2"
"Kmt2a",8.13705520897231e-64,0.382751705067483,0.762,0.56,2.0816214635593e-59,"Kmt2a"
"Tjp1",1.49764419845149e-63,0.379485446685028,0.777,0.581,3.83127338847861e-59,"Tjp1"
"Gart",1.92830837630826e-63,-0.351278051995495,0.932,0.973,4.9329984882718e-59,"Gart"
"Tbl3",1.99686156707291e-63,-0.40916234668345,0.697,0.802,5.10837126088591e-59,"Tbl3"
"Rps23-ps1",2.27779143297747e-63,0.327708380485745,0.945,0.884,5.82704604384296e-59,"Rps23-ps1"
"Mrpl37",2.30113349993141e-63,-0.400490871589275,0.6,0.735,5.88675971952453e-59,"Mrpl37"
"Gspt1",2.39513932699197e-63,0.256022693880298,1,0.998,6.12724542631087e-59,"Gspt1"
"Erbin",3.42330086283069e-63,0.317928125147572,0.497,0.281,8.75748826729348e-59,"Erbin"
"Dync1li2",4.01941369500175e-63,0.335604122709861,0.646,0.425,1.02824641145535e-58,"Dync1li2"
"Cops2",5.44115967152057e-63,0.314124853066849,0.982,0.952,1.39195746716839e-58,"Cops2"
"Poldip3",6.17292372196725e-63,-0.387010491143755,0.665,0.792,1.57915734655366e-58,"Poldip3"
"Rbbp9",7.87090221905986e-63,0.361848618222317,0.666,0.452,2.01353420567989e-58,"Rbbp9"
"Slc9a3r1",1.09990782365373e-62,-0.457825643993158,0.881,0.955,2.81378419447098e-58,"Slc9a3r1"
"Ap3s1",1.60530462502542e-62,-0.38603007243695,0.731,0.827,4.10669029174002e-58,"Ap3s1"
"Ythdf1",2.62850686303107e-62,-0.355397719565504,0.817,0.91,6.72424625700607e-58,"Ythdf1"
"mt-Nd3",2.9432843363564e-62,-0.266848883166074,0.004,0.157,7.52950998926694e-58,"mt-Nd3"
"Sptssa",4.51401473663029e-62,-0.315944371684633,0.968,0.993,1.15477524992476e-57,"Sptssa"
"Ascc3",5.14144555104415e-62,0.338106738441649,0.669,0.447,1.31528460086811e-57,"Ascc3"
"Arcn1",5.30332951785707e-62,0.379642953780874,0.817,0.653,1.3566977572582e-57,"Arcn1"
"Uri1",6.83114768355856e-62,0.341105948927111,0.93,0.85,1.74754420040795e-57,"Uri1"
"Heatr1",6.95547865293586e-62,0.351914885677278,0.629,0.414,1.77935054899405e-57,"Heatr1"
"Nol8",7.94177697540419e-62,0.365469978783246,0.816,0.65,2.0316653858479e-57,"Nol8"
"Eif4b",8.19261937963235e-62,-0.313257915653827,0.964,0.986,2.09583588969755e-57,"Eif4b"
"Acadsb",1.05681420400542e-61,0.294087918962584,0.409,0.209,2.70354209668666e-57,"Acadsb"
"Cdc34",1.08568125134432e-61,-0.269596928507112,0.992,0.999,2.77738977718904e-57,"Cdc34"
"Vbp1",1.262253019754e-61,-0.320202897761749,0.962,0.987,3.22909567513468e-57,"Vbp1"
"Usp16",1.58350600844054e-61,0.366159251201629,0.81,0.623,4.0509250707926e-57,"Usp16"
"Pibf1",1.86118318007009e-61,0.31436558842534,0.573,0.348,4.76127881125532e-57,"Pibf1"
"Ankrd49",2.24205199594742e-61,0.333147718376906,0.617,0.392,5.7356174160327e-57,"Ankrd49"
"Asnsd1",2.26888575897007e-61,-0.372623385752549,0.679,0.816,5.80426354859724e-57,"Asnsd1"
"Mrps18c",3.17799710396068e-61,0.28411879766844,0.984,0.959,8.12995219135222e-57,"Mrps18c"
"Zfyve16",4.25611347317115e-61,0.279164712950405,0.413,0.209,1.08879894870664e-56,"Zfyve16"
"Med25",4.52452708346807e-61,-0.364810663311396,0.765,0.861,1.1574645184928e-56,"Med25"
"Copb1",4.54057818273703e-61,0.338400094574311,0.937,0.845,1.16157071070779e-56,"Copb1"
"Opa1",4.71817133955483e-61,0.310199238803016,0.568,0.346,1.20700259208492e-56,"Opa1"
"Top2a",5.08402416096845e-61,0.513185249110242,0.963,0.951,1.30059506085895e-56,"Top2a"
"Pbx2",5.93874537020951e-61,-0.385966081553937,0.81,0.899,1.519249840607e-56,"Pbx2"
"Ehmt1",6.87385024604428e-61,0.334858863662194,0.934,0.869,1.75846836994305e-56,"Ehmt1"
"Hypk",7.84416039215782e-61,0.266538777196351,0.993,0.985,2.00669311152181e-56,"Hypk"
"Platr25",9.94410503080103e-61,0.290662772950405,0.409,0.21,2.54390094897952e-56,"Platr25"
"Rpl10a-ps1",1.00971013616507e-60,-0.280614550218832,0.985,0.995,2.58304047033748e-56,"Rpl10a-ps1"
"Smap1",1.16282302361955e-60,0.287810044592782,0.985,0.961,2.97473385902352e-56,"Smap1"
"Usp5",1.17582572979666e-60,-0.375335563248004,0.662,0.785,3.00799738196581e-56,"Usp5"
"Nadk",1.20599607782703e-60,-0.39673210419859,0.674,0.784,3.08517916629712e-56,"Nadk"
"Lyrm2",1.34100997160145e-60,0.357987106895531,0.757,0.575,3.43057170935084e-56,"Lyrm2"
"Cep135",1.84881500967423e-60,0.311362176934071,0.462,0.257,4.72963855774861e-56,"Cep135"
"Mapkapk2",1.89182270765004e-60,-0.484989853143623,0.575,0.724,4.83966085071032e-56,"Mapkapk2"
"Zmym2",2.12829087345016e-60,0.357364290442008,0.748,0.559,5.4445937124602e-56,"Zmym2"
"Eif4h",2.91693069944682e-60,-0.279906460652618,0.998,0.999,7.46209211532486e-56,"Eif4h"
"Nptn",3.04073740213021e-60,-0.374700505092866,0.74,0.85,7.77881442212949e-56,"Nptn"
"Cops7b",7.28822900020981e-60,0.309815850721327,0.545,0.328,1.86447474283368e-55,"Cops7b"
"Utp20",1.15348806637116e-59,0.347738295671046,0.626,0.422,2.9508531713907e-55,"Utp20"
"Lamtor5",1.17233882570578e-59,0.27848348008675,0.989,0.974,2.99907718392052e-55,"Lamtor5"
"Cdk2",1.17615512641204e-59,-0.417456100582789,0.535,0.69,3.00884004438727e-55,"Cdk2"
"Pcnp",1.21315972915136e-59,-0.278399903348607,0.987,0.996,3.103505219115e-55,"Pcnp"
"Wdr48",1.30098533595948e-59,0.323947944088543,0.659,0.45,3.32818068645153e-55,"Wdr48"
"Tgs1",1.33471105464605e-59,0.335910529443778,0.941,0.886,3.41445781999552e-55,"Tgs1"
"Appl1",1.5693052545068e-59,0.336355696091668,0.753,0.545,4.01459670207929e-55,"Appl1"
"Xist",1.95651285789397e-59,0.71427331834299,0.706,0.564,5.00515119306436e-55,"Xist"
"Stag1",2.29994524021025e-59,0.353355794972957,0.867,0.733,5.88371991350586e-55,"Stag1"
"Ofd1",2.36433487877689e-59,0.300746004504272,0.458,0.252,6.04844148688703e-55,"Ofd1"
"Rnf187",3.26032620454323e-59,-0.262127006452639,0.999,1,8.34056649646249e-55,"Rnf187"
"Sptbn1",3.48488275767744e-59,0.409636261531215,0.875,0.752,8.91502707069043e-55,"Sptbn1"
"Atp7a",3.84297231879698e-59,0.313097294251205,0.344,0.163,9.83109178594645e-55,"Atp7a"
"Parp1",3.89825349991416e-59,0.282848272594605,0.993,0.98,9.97251210348041e-55,"Parp1"
"Ssbp3",5.09065023399385e-59,-0.342678117833814,0.924,0.968,1.30229014286031e-54,"Ssbp3"
"Iqgap2",5.90773196381447e-59,0.365639104554076,0.516,0.31,1.51131599098302e-54,"Iqgap2"
"Alkbh5",6.00674930346741e-59,-0.409832161231304,0.737,0.835,1.53664660681303e-54,"Alkbh5"
"Ctsd",7.24016048336202e-59,-0.405492543850125,0.719,0.815,1.85217785485367e-54,"Ctsd"
"Klf2",8.65741745699122e-59,-0.759971804097888,0.11,0.3,2.21474053384749e-54,"Klf2"
"Uggt1",8.80603072531233e-59,0.325924118615227,0.543,0.329,2.2527587801494e-54,"Uggt1"
"Pcbp4",9.88845087185744e-59,-0.28509858617281,0.994,0.999,2.52966350203857e-54,"Pcbp4"
"Jund",1.10496752975054e-58,-0.591952987327927,0.927,0.945,2.82672793460783e-54,"Jund"
"Arhgap28",1.20365270247311e-58,0.415621180230172,0.596,0.392,3.0791843434667e-54,"Arhgap28"
"2410002F23Rik",1.46752380157939e-58,-0.386748837484676,0.713,0.822,3.7542193892004e-54,"2410002F23Rik"
"Strn3",1.48715068754465e-58,0.342877230789266,0.808,0.618,3.80442888887672e-54,"Strn3"
"Nop2",2.49257943058442e-58,-0.375475472338166,0.754,0.86,6.37651669932107e-54,"Nop2"
"Orc6",2.71619528087647e-58,0.295886660992327,0.997,0.992,6.9485707675382e-54,"Orc6"
"Suz12",3.5689396829448e-58,0.348446881372699,0.845,0.692,9.13006149690938e-54,"Suz12"
"Sf1",3.69267047566041e-58,-0.303093068223829,0.933,0.971,9.44658961083446e-54,"Sf1"
"Ecpas",3.8355764070159e-58,0.312987131963378,0.626,0.402,9.81217156442807e-54,"Ecpas"
"Prps1l3",4.35459624186032e-58,0.296252184548358,0.519,0.305,1.11399281059271e-53,"Prps1l3"
"Usp50",4.88348278540896e-58,-0.375477407684185,0.56,0.724,1.24929256616332e-53,"Usp50"
"Fndc3c1",5.49586536078651e-58,0.388796378672858,0.719,0.526,1.40595227659641e-53,"Fndc3c1"
"Calu",5.98273499983088e-58,0.363221671022411,0.802,0.633,1.53050326765673e-53,"Calu"
"Zfp146",6.16135035304228e-58,0.312517066115776,0.556,0.343,1.57619664731528e-53,"Zfp146"
"Cecr2",6.42532775235913e-58,0.36591772350436,0.759,0.576,1.64372734560851e-53,"Cecr2"
"Ythdc2",6.62602277762607e-58,0.297015238737926,0.454,0.251,1.6950691469723e-53,"Ythdc2"
"Utp15",7.35831405749552e-58,0.338682223754746,0.78,0.579,1.8824039021885e-53,"Utp15"
"1110038B12Rik",7.67555127163013e-58,-0.371115663017179,0.999,0.999,1.96355952630842e-53,"1110038B12Rik"
"Myo5a",9.19641732598218e-58,0.305109579633624,0.457,0.255,2.35262748033276e-53,"Myo5a"
"C1d",1.04218210475859e-57,-0.26921337962586,0.987,0.997,2.66611026039343e-53,"C1d"
"Clasp1",1.13474417524859e-57,0.337032832205163,0.69,0.481,2.90290254912094e-53,"Clasp1"
"Naf1",1.7059760627538e-57,0.35234750135665,0.844,0.695,4.36422796373676e-53,"Naf1"
"Otub1",1.8508313869286e-57,-0.305616428719325,0.961,0.984,4.73479685404076e-53,"Otub1"
"Cdk5rap2",1.88591618962703e-57,0.359453755101463,0.642,0.434,4.82455079630388e-53,"Cdk5rap2"
"Cd24a",2.08446737373205e-57,-0.381562025337923,0.984,0.99,5.33248443548132e-53,"Cd24a"
"Trappc10",2.25751740370702e-57,0.268303814695921,0.375,0.186,5.77518102216329e-53,"Trappc10"
"Ppp1r10",2.42452351072532e-57,0.342413579252352,0.838,0.691,6.20241604513751e-53,"Ppp1r10"
"Zranb2",2.65112244094797e-57,0.27682024835218,0.995,0.98,6.78210142843309e-53,"Zranb2"
"Gm45889",2.89946044758977e-57,0.74798198726374,0.398,0.229,7.41739971702416e-53,"Gm45889"
"Grk6",2.98653427769538e-57,-0.394079129856605,0.602,0.731,7.64015198920031e-53,"Grk6"
"Tomm34",3.05556894326908e-57,-0.367642561124195,0.697,0.809,7.81675647067095e-53,"Tomm34"
"Sugt1",4.05579946428167e-57,0.250773533102422,0.998,0.996,1.03755461895254e-52,"Sugt1"
"Lmnb1",5.56317173759334e-57,-0.276742010471116,0.993,0.998,1.42317059391113e-52,"Lmnb1"
"Rsrp1",6.3292389633941e-57,0.298313530009871,0.996,0.994,1.61914591161548e-52,"Rsrp1"
"Hikeshi",1.07105439590104e-56,0.266293263395791,0.99,0.974,2.73997135559404e-52,"Hikeshi"
"Taf1",1.08148232212272e-56,0.327564199541689,0.586,0.379,2.76664807645435e-52,"Taf1"
"Usp7",1.68330225273904e-56,0.325960151208175,0.904,0.782,4.30622382295702e-52,"Usp7"
"Rhobtb3",1.86134638701061e-56,0.348606053407852,0.913,0.828,4.76169632725054e-52,"Rhobtb3"
"Fancm",2.66797373438215e-56,0.315901248500865,0.54,0.332,6.82521040729641e-52,"Fancm"
"Arhgap10",3.05660907815354e-56,0.386278837924503,0.522,0.324,7.81941734373239e-52,"Arhgap10"
"Zdhhc5",3.68640323167685e-56,0.302278611757502,0.503,0.3,9.43055674727572e-52,"Zdhhc5"
"Sclt1",4.09735758185761e-56,0.319422806184208,0.589,0.375,1.04818601659081e-51,"Sclt1"
"Trp53bp2",4.76600927834105e-56,0.297950378942073,0.511,0.302,1.21924049358521e-51,"Trp53bp2"
"Btbd2",4.87257182210741e-56,-0.350548125988598,0.764,0.861,1.24650132353152e-51,"Btbd2"
"Tsc22d3",5.97321183148154e-56,-0.406780109658078,0.653,0.782,1.52806705072961e-51,"Tsc22d3"
"Isoc1",6.07138127463412e-56,0.345665729906738,0.863,0.741,1.5531807576769e-51,"Isoc1"
"Rhno1",6.79455617619265e-56,-0.348369952784213,0.812,0.888,1.7381833609936e-51,"Rhno1"
"Cwc22",7.78571638371192e-56,0.323985333789184,0.668,0.456,1.99174196528118e-51,"Cwc22"
"Chm",9.32226411940551e-56,0.291394756066695,0.432,0.237,2.38482160702632e-51,"Chm"
"Sacs",1.0085976001841e-55,0.313792314883379,0.417,0.227,2.58019438079096e-51,"Sacs"
"Utp14b",1.02241788655249e-55,0.314411322807436,0.458,0.261,2.61554943737859e-51,"Utp14b"
"Prelid2",1.62213717525446e-55,0.419679092232567,0.826,0.692,4.14975132173597e-51,"Prelid2"
"Rlf",1.66091204618534e-55,0.34188542984257,0.748,0.565,4.24894519655133e-51,"Rlf"
"Rnf216",1.83690045534979e-55,0.293785973578291,0.534,0.323,4.69915874487584e-51,"Rnf216"
"Mcrs1",2.02916061414675e-55,-0.302682654055828,0.914,0.955,5.19099868311021e-51,"Mcrs1"
"Gm10033",3.08996077600508e-55,0.298274561263319,0.563,0.352,7.9047376571762e-51,"Gm10033"
"Cenpe",3.27223345753324e-55,0.564728567488438,0.844,0.753,8.37102763106153e-51,"Cenpe"
"Zfp445",4.31727968524202e-55,0.3078722663983,0.669,0.454,1.10444648907861e-50,"Zfp445"
"Ahctf1",4.60170416104746e-55,0.324818071714272,0.81,0.643,1.17720795847916e-50,"Ahctf1"
"Jpt2",4.93850927418886e-55,-0.346798579271788,0.815,0.897,1.26336944252299e-50,"Jpt2"
"Prkdc",5.38326298941121e-55,0.258273785096691,0.349,0.17,1.37714633795118e-50,"Prkdc"
"Prr14l",6.92820809916091e-55,0.273453318425688,0.411,0.219,1.77237419592735e-50,"Prr14l"
"Zfp646",6.94824700185754e-55,0.31620686746358,0.609,0.399,1.7775005480152e-50,"Zfp646"
"Gm49708",7.37559955903043e-55,0.489449347680975,0.621,0.418,1.88682587919116e-50,"Gm49708"
"Pdcd5",7.83170566849066e-55,0.253937019290347,0.999,1,2.00350694411328e-50,"Pdcd5"
"Rab1a",9.95945830447772e-55,-0.332806292124123,0.848,0.924,2.54782862345149e-50,"Rab1a"
"Cbll1",1.31824429324716e-54,0.323382392708855,0.674,0.474,3.37233255098488e-50,"Cbll1"
"Bcat1",2.37283305142774e-54,-0.417200645616862,0.774,0.857,6.07018151216245e-50,"Bcat1"
"Sox4",2.85738625674072e-54,-0.385011255264765,0.948,0.984,7.30976552199411e-50,"Sox4"
"Usp1",3.05238687819899e-54,0.325416109584722,0.925,0.873,7.80861611180865e-50,"Usp1"
"Ube2z",4.44398585569457e-54,-0.37220538431772,0.66,0.773,1.13686046160379e-49,"Ube2z"
"Sinhcaf",4.5325636079333e-54,-0.304263583714623,0.977,0.991,1.1595204221815e-49,"Sinhcaf"
"Gsk3b",4.65391059243629e-54,-0.33818622335475,0.879,0.943,1.19056340775705e-49,"Gsk3b"
"Ccdc18",4.82980386726197e-54,0.341591884943407,0.585,0.385,1.23556042532296e-49,"Ccdc18"
"Gps1",5.54337574153349e-54,-0.271009780869058,0.982,0.995,1.4181063821991e-49,"Gps1"
"Srpk2",7.31675710033956e-54,0.324832812059964,0.765,0.587,1.87177280140887e-49,"Srpk2"
"Bag6",7.65134556578931e-54,-0.35191574041862,0.754,0.846,1.95736722264022e-49,"Bag6"
"Minpp1",9.29534976806637e-54,-0.337630176402863,0.776,0.878,2.37793637766674e-49,"Minpp1"
"Fxr2",1.20460707318058e-53,-0.375609602920032,0.616,0.74,3.08162581461055e-49,"Fxr2"
"Cnksr2",1.40209938962123e-53,0.294573624441066,0.333,0.161,3.58685065852903e-49,"Cnksr2"
"Xpnpep1",1.94032223964207e-53,-0.343173256479427,0.825,0.897,4.96373235345234e-49,"Xpnpep1"
"Lmnb2",2.1221346850807e-53,-0.380030205097927,0.555,0.69,5.42884495137344e-49,"Lmnb2"
"Oxsr1",3.18530243008305e-53,0.299216849745546,0.532,0.329,8.14864067663846e-49,"Oxsr1"
"Myo1b",3.19793154319193e-53,0.344843024384928,0.677,0.471,8.1809484737936e-49,"Myo1b"
"Bclaf3",3.50932578059653e-53,0.288757215107018,0.463,0.266,8.97755721192203e-49,"Bclaf3"
"Commd6",3.80804863637209e-53,0.287116683032203,0.949,0.89,9.74175002156709e-49,"Commd6"
"Golim4",3.81352828375859e-53,0.33857094612851,0.683,0.482,9.75576805551122e-49,"Golim4"
"Nelfb",5.07331533855261e-53,-0.376754530539535,0.603,0.725,1.29785552990853e-48,"Nelfb"
"Gpatch8",5.45427249717365e-53,0.321191762722515,0.8,0.644,1.39531199022696e-48,"Gpatch8"
"Mcm10",6.06385490952279e-53,0.368712251044335,0.652,0.459,1.55125536295412e-48,"Mcm10"
"Atr",9.48121345450999e-53,0.283165468254487,0.508,0.306,2.42548402593274e-48,"Atr"
"Ppp4r3a",1.09465509310325e-52,0.326644786877468,0.861,0.742,2.80034665917675e-48,"Ppp4r3a"
"Rsrc1",1.71583662092607e-52,0.315806205415643,0.858,0.733,4.38945324365307e-48,"Rsrc1"
"Lrrcc1",2.03531551579911e-52,0.335769405988341,0.688,0.492,5.20674415251729e-48,"Lrrcc1"
"Nrbp1",2.13350132127125e-52,-0.341061906209001,0.805,0.895,5.4579230800761e-48,"Nrbp1"
"Cnih1",2.33239952484729e-52,-0.268851503579976,0.982,0.991,5.96674446446434e-48,"Cnih1"
"Mier1",2.36905257903824e-52,0.325327254642332,0.9,0.809,6.06051030769563e-48,"Mier1"
"Dnajb6",2.37503176172708e-52,-0.251352376625452,0.993,0.999,6.07580625285021e-48,"Dnajb6"
"Chd9",2.58861883366442e-52,0.285255195015186,0.429,0.24,6.62220470028033e-48,"Chd9"
"Sms",2.64765237557315e-52,-0.352217820127438,0.967,0.982,6.77322430719124e-48,"Sms"
"Pak2",2.86448737428717e-52,0.285063631359361,0.942,0.865,7.32793160090144e-48,"Pak2"
"Hnrnpll",2.89582281801044e-52,-0.330476138172995,0.796,0.888,7.40809393303431e-48,"Hnrnpll"
"Csnk1g2",3.02347340449085e-52,-0.295978479933239,0.942,0.971,7.73464966336848e-48,"Csnk1g2"
"Sall4",3.12182808417833e-52,-0.429549559317301,0.827,0.911,7.986260604945e-48,"Sall4"
"Ppat",3.17232598186154e-52,0.292550684870239,0.968,0.943,8.11544432679819e-48,"Ppat"
"Cltc",3.17556903146761e-52,0.345151984020718,0.892,0.799,8.12374069630045e-48,"Cltc"
"Gsk3a",3.91539484763909e-52,-0.364209614390851,0.579,0.71,1.00163630992303e-47,"Gsk3a"
"Rab11fip2",5.85960541416295e-52,0.286871106222389,0.431,0.242,1.49900425705117e-47,"Rab11fip2"
"Sdf4",6.03365971005538e-52,-0.320512054126312,0.854,0.922,1.54353082702637e-47,"Sdf4"
"Ehd1",6.06228541468955e-52,-0.368392310549934,0.791,0.878,1.55085385478588e-47,"Ehd1"
"Mrpl10",6.47868648844181e-52,-0.336239443297103,0.691,0.802,1.65737757747318e-47,"Mrpl10"
"Rdx",7.78642406932209e-52,0.284056258642532,0.999,0.996,1.99192300541398e-47,"Rdx"
"Nmral1",7.86937524011718e-52,-0.381013438406544,0.841,0.912,2.01314357392678e-47,"Nmral1"
"Xrcc1",8.25167159590613e-52,-0.329129226736163,0.807,0.889,2.11094262766471e-47,"Xrcc1"
"Edrf1",9.23198767069643e-52,0.254085338465799,0.398,0.212,2.36172708591756e-47,"Edrf1"
"Marcks",9.83647376879009e-52,-0.344498058573385,0.978,0.994,2.51636671953188e-47,"Marcks"
"Clk1",1.13212332335043e-51,-0.345977526936048,0.802,0.897,2.89619788579507e-47,"Clk1"
"Trp53",1.23916606930482e-51,-0.265972891396557,0.992,0.996,3.17003463849559e-47,"Trp53"
"Cdc20",1.2488235446553e-51,-0.41839906339082,0.939,0.984,3.19474039193718e-47,"Cdc20"
"Prdm2",1.28615468438487e-51,0.279487145167757,0.443,0.252,3.29024091359337e-47,"Prdm2"
"Arf6",1.4342471934596e-51,-0.359896906505239,0.689,0.802,3.66909117030835e-47,"Arf6"
"Cs",1.46530364210795e-51,-0.351235965467452,0.713,0.812,3.74853977724055e-47,"Cs"
"Wdr75",1.46836236833797e-51,0.317534341750986,0.928,0.873,3.75636461068219e-47,"Wdr75"
"Rnf114",1.95589803876775e-51,-0.377119942196004,0.522,0.67,5.00357836277567e-47,"Rnf114"
"Chd6",2.04776129586727e-51,0.332903539010254,0.787,0.617,5.23858294708764e-47,"Chd6"
"Ccar2",2.1019378238521e-51,-0.370409555052824,0.406,0.58,5.37717734097844e-47,"Ccar2"
"Tnks",2.21637892678869e-51,0.360995607224363,0.634,0.428,5.66994057051083e-47,"Tnks"
"Arfgef1",2.60812084735521e-51,0.316868006435841,0.602,0.4,6.67209475170411e-47,"Arfgef1"
"Psme4",3.01278478992462e-51,0.321414666729486,0.844,0.688,7.70730604958517e-47,"Psme4"
"Cep290",3.21174278124312e-51,0.336536980352947,0.586,0.393,8.21628038297616e-47,"Cep290"
"Aaas",3.54182712412033e-51,-0.365434021603239,0.648,0.761,9.06070214892464e-47,"Aaas"
"Add1",3.66614511387138e-51,0.303493906344148,0.625,0.418,9.37873243030578e-47,"Add1"
"Mycn",3.8477577103552e-51,-0.48190720931666,0.788,0.874,9.84333377463067e-47,"Mycn"
"Hmmr",4.42624216321145e-51,0.522464291529652,0.836,0.757,1.13232127019275e-46,"Hmmr"
"Dmxl1",5.44149916585275e-51,0.282347504738401,0.543,0.338,1.39204431660845e-46,"Dmxl1"
"Sars",7.42733851286678e-51,-0.293330112381698,0.93,0.974,1.90006173836158e-46,"Sars"
"Atp11b",7.6383290399998e-51,0.296435682807268,0.602,0.394,1.95403733501275e-46,"Atp11b"
"Shprh",8.61610010899735e-51,0.29103806149825,0.48,0.291,2.2041707298837e-46,"Shprh"
"Ranbp3",8.69657830788678e-51,-0.341102973607785,0.727,0.827,2.2247586627236e-46,"Ranbp3"
"mt-Nd6",8.93662780744548e-51,0.4897287395119,0.685,0.5,2.2861681257007e-46,"mt-Nd6"
"Ttc37",9.83074215963764e-51,0.265345918143294,0.447,0.255,2.5149004592785e-46,"Ttc37"
"Ubxn7",1.00031328306868e-50,0.298872808228683,0.612,0.41,2.5590014407463e-46,"Ubxn7"
"Tmem131l",1.00127246129297e-50,0.30111012732741,0.506,0.314,2.56145521047967e-46,"Tmem131l"
"Zfp292",1.00516500627577e-50,0.341269402368578,0.873,0.765,2.57141311905467e-46,"Zfp292"
"Degs1",1.10229073040881e-50,-0.393658406748073,0.736,0.837,2.81988014653183e-46,"Degs1"
"Jak1",1.19088541345391e-50,0.323699026531752,0.573,0.377,3.0465230646978e-46,"Jak1"
"Vps13a",1.29228102474056e-50,0.25090903369336,0.369,0.191,3.3059133174913e-46,"Vps13a"
"Tm9sf4",1.3321586431598e-50,0.338512330705265,0.767,0.583,3.40792824093141e-46,"Tm9sf4"
