"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pgk1",3.70065773383094e-34,-0.928996003646106,1,1,9.46702261468631e-30,"amnion","Pgk1"
"Gnb4",3.71850480245279e-34,0.97521495865853,0.84,0.344,9.51267898563473e-30,"amnion","Gnb4"
"Trabd2b",4.330767715518e-34,0.706771564798836,0.5,0.112,1.10789699698382e-29,"amnion","Trabd2b"
"Cpa2",5.91933772911921e-34,1.05689917311383,0.44,0.09,1.51428497786328e-29,"amnion","Cpa2"
"Crygn",6.60269280775997e-34,0.320007468263056,0.26,0.032,1.68910087408115e-29,"amnion","Crygn"
"Pgf",6.78007279532373e-34,0.811391868136286,0.56,0.137,1.73447822249972e-29,"amnion","Pgf"
"Cst3",1.24456687347943e-33,0.94318579570335,1,0.99,3.18385097573508e-29,"amnion","Cst3"
"Parva",1.25917226198472e-33,1.07769122665845,0.87,0.407,3.2212144806093e-29,"amnion","Parva"
"Dubr",3.58740636048954e-33,0.368621038847971,0.29,0.04,9.17730295140435e-29,"amnion","Dubr"
"Aplnr",3.74871741201514e-33,0.795380932235271,0.67,0.188,9.58996888341714e-29,"amnion","Aplnr"
"Septin7",3.83215897282622e-33,0.836354584494476,1,0.998,9.80342908428405e-29,"amnion","Septin7"
"Mapkapk2",4.05216188760621e-33,1.0692706755129,0.97,0.719,1.03662405408742e-28,"amnion","Mapkapk2"
"Reck",4.2711703284483e-33,0.460387341041091,0.4,0.073,1.09265079342364e-28,"amnion","Reck"
"Tgfbr3",4.41242637183073e-33,0.587248088001554,0.4,0.075,1.12878691444174e-28,"amnion","Tgfbr3"
"Pdlim1",6.44954031160306e-33,1.01283636704641,0.79,0.291,1.6499214025143e-28,"amnion","Pdlim1"
"Bmp5",9.6843292036242e-33,0.697825259847666,0.59,0.156,2.47744509687114e-28,"amnion","Bmp5"
"Clic1",1.54539227759993e-32,0.85027234569577,1,0.984,3.95342252455614e-28,"amnion","Clic1"
"Rcn3",2.14790052401992e-32,1.20687813008653,0.95,0.642,5.49475912054777e-28,"amnion","Rcn3"
"Rhoc",3.28405553575514e-32,1.19455641612634,0.96,0.652,8.40127087156879e-28,"amnion","Rhoc"
"Aard",3.62701184442996e-32,1.08037984800817,0.72,0.264,9.27862170042072e-28,"amnion","Aard"
"Mid1ip1",3.65784135991072e-32,1.8304955973048,0.77,0.378,9.35748976692361e-28,"amnion","Mid1ip1"
"Mif",4.08850748078942e-32,-0.50963829321617,1,1,1.04592198373555e-27,"amnion","Mif"
"Ppib",5.21734499251189e-32,0.591783721386866,1,1,1.33470119598439e-27,"amnion","Ppib"
"Efnb1",5.93334191791984e-32,1.69744212046294,0.82,0.42,1.51786752944225e-27,"amnion","Efnb1"
"Ralb",6.06794112716471e-32,0.956215140608458,0.88,0.414,1.55230069915128e-27,"amnion","Ralb"
"2810025M15Rik",6.43072265794785e-32,-1.06780062670035,0.83,0.992,1.64510747035622e-27,"amnion","2810025M15Rik"
"Tpcn1",6.44748250798411e-32,0.77976044983471,0.57,0.156,1.64939497519249e-27,"amnion","Tpcn1"
"Psip1",1.11831648388694e-31,-0.855189651489126,1,0.999,2.86087722907957e-27,"amnion","Psip1"
"Ugdh",1.42993798940435e-31,1.14423436629349,0.96,0.726,3.6580673644942e-27,"amnion","Ugdh"
"Capn6",1.60186709111424e-31,0.669467421303763,0.64,0.174,4.09789639248846e-27,"amnion","Capn6"
"Tnnc1",1.60348467248492e-31,-0.322050968792167,0.53,0.125,4.10203448915093e-27,"amnion","Tnnc1"
"Vasn",1.96528156528058e-31,0.682295839985551,0.6,0.169,5.02758330030078e-27,"amnion","Vasn"
"Colec12",2.89871666114661e-31,1.01348303851966,0.93,0.487,7.41549696254525e-27,"amnion","Colec12"
"Manf",3.31906566107227e-31,0.955301456640436,1,1,8.49083377415508e-27,"amnion","Manf"
"Gpx8",6.77108259836664e-31,1.02433141371823,0.91,0.458,1.73217835031415e-26,"amnion","Gpx8"
"Hspa12b",8.28793435643023e-31,0.526068811667588,0.38,0.073,2.12021936706198e-26,"amnion","Hspa12b"
"Adgra2",8.95648508732538e-31,0.550699173791454,0.44,0.095,2.29124801503958e-26,"amnion","Adgra2"
"Arhgap6",1.17461606196094e-30,0.266163520295329,0.23,0.027,3.00490280970849e-26,"amnion","Arhgap6"
"Cadm1",1.34515182841444e-30,-1.34237014823638,0.43,0.87,3.44116740744981e-26,"amnion","Cadm1"
"Anp32a",1.79326547648444e-30,-0.614392345992623,1,1,4.5875317419425e-26,"amnion","Anp32a"
"Plk2",3.78000972566497e-30,0.972249251335833,0.6,0.177,9.67002088019612e-26,"amnion","Plk2"
"Igf2r",4.94732938897584e-30,1.02732546043858,0.9,0.458,1.2656258042878e-25,"amnion","Igf2r"
"Fam114a1",5.78269671762278e-30,0.620716483540286,0.41,0.087,1.47932947430226e-25,"amnion","Fam114a1"
"Degs1",5.80700700911403e-30,1.08346885221057,0.98,0.834,1.48554853307155e-25,"amnion","Degs1"
"Hand2os1",7.89448535880697e-30,0.533824691809033,0.58,0.144,2.01956724449e-25,"amnion","Hand2os1"
"Ackr3",8.10192845840259e-30,1.0785942876597,0.6,0.188,2.07263533822855e-25,"amnion","Ackr3"
"Bnip3l",9.29560827738024e-30,-0.946932619019957,0.93,0.997,2.37800250951941e-25,"amnion","Bnip3l"
"Nxf7",1.08911272985285e-29,0.37313400408164,0.21,0.024,2.78616818550957e-25,"amnion","Nxf7"
"Lrpap1",1.16513764329335e-29,1.1087174465505,0.99,0.744,2.98065511907304e-25,"amnion","Lrpap1"
"Nos1ap",2.12248197482859e-29,0.428927653257056,0.34,0.06,5.4297333880065e-25,"amnion","Nos1ap"
"Arl4c",2.40921447005693e-29,1.18071614132342,0.92,0.553,6.16325245729964e-25,"amnion","Arl4c"
"Tpm4",2.57843328711705e-29,0.755146437271201,1,0.995,6.59614803510284e-25,"amnion","Tpm4"
"Bambi",3.14326738347011e-29,1.15121324640328,0.95,0.571,8.04110662039324e-25,"amnion","Bambi"
"Ssr3",4.15414995636042e-29,0.803414810431985,1,0.981,1.06271464183612e-24,"amnion","Ssr3"
"Itga1",8.19567326641784e-29,0.334770159432708,0.27,0.039,2.09661713501501e-24,"amnion","Itga1"
"Crip2",1.68172392471027e-28,0.830798465148278,0.92,0.506,4.30218614419382e-24,"amnion","Crip2"
"Nuak1",1.6823207016422e-28,0.604984369292212,0.45,0.106,4.30371281894107e-24,"amnion","Nuak1"
"Sertad4",2.02970248294714e-28,0.441132590106037,0.29,0.046,5.19238489187537e-24,"amnion","Sertad4"
"Ryk",2.1251114673607e-28,0.980587244492354,0.97,0.909,5.43646015580215e-24,"amnion","Ryk"
"Fam162b",2.54122649530914e-28,0.513876357871908,0.32,0.057,6.50096562029984e-24,"amnion","Fam162b"
"Tle4",2.72675145373956e-28,-1.18124443345559,0.13,0.71,6.97557556895653e-24,"amnion","Tle4"
"Calr",2.96008887645933e-28,0.736230162945477,1,0.999,7.57249936375825e-24,"amnion","Calr"
"Acyp2",5.12335779884196e-28,0.651496669861597,0.59,0.184,1.31065739209975e-23,"amnion","Acyp2"
"Emb",5.20128213397307e-28,-1.83357829284889,0.72,0.953,1.33059199551299e-23,"amnion","Emb"
"Crispld1",6.05551859837829e-28,0.797915442885906,0.61,0.195,1.54912276783713e-23,"amnion","Crispld1"
"Itgb1",9.61565762533802e-28,0.958742913178745,0.99,0.845,2.45987753371397e-23,"amnion","Itgb1"
"Fth1",1.45165681944744e-27,0.558302038195221,1,1,3.71362847551044e-23,"amnion","Fth1"
"Rab17",1.71825065138797e-27,0.390290108180294,0.19,0.021,4.39562881638071e-23,"amnion","Rab17"
"Pfkl",2.60755396732406e-27,-0.84490046679984,0.99,0.999,6.67064455920841e-23,"amnion","Pfkl"
"Npc2",3.03047762039777e-27,0.765086651022589,1,0.985,7.75256784850158e-23,"amnion","Npc2"
"Sh3glb1",3.12363568119249e-27,0.769913446592321,0.99,0.875,7.99088479962662e-23,"amnion","Sh3glb1"
"Rbpms",3.19808170773394e-27,0.787917371705347,1,0.954,8.18133262472496e-23,"amnion","Rbpms"
"Igfbp4",4.28088783572949e-27,0.743334502508273,1,0.897,1.09513672613632e-22,"amnion","Igfbp4"
"Igfbp2",4.45317406570273e-27,1.87269345830251,0.96,0.787,1.13921098948807e-22,"amnion","Igfbp2"
"Gpx3",4.62585975347046e-27,0.934087953130935,0.91,0.553,1.18338744213281e-22,"amnion","Gpx3"
"Sap30l",5.59566630457017e-27,0.880044102228577,0.99,0.851,1.43148335403514e-22,"amnion","Sap30l"
"1810058I24Rik",6.04657778141311e-27,0.76272612653974,1,0.999,1.5468355280411e-22,"amnion","1810058I24Rik"
"Mme",6.06932155540372e-27,0.511655375590868,0.44,0.101,1.55265384030338e-22,"amnion","Mme"
"Dnm3",6.8467054332334e-27,0.256694427189285,0.18,0.019,1.75152418392977e-22,"amnion","Dnm3"
"Hoxb5",8.94060308544028e-27,0.505717986186129,0.48,0.119,2.28718508131733e-22,"amnion","Hoxb5"
"Hoxb6",1.09676719186834e-26,0.951835666024196,0.67,0.223,2.80574983023759e-22,"amnion","Hoxb6"
"Slc2a1",1.13852657637453e-26,1.49464017827757,1,0.987,2.91257868768133e-22,"amnion","Slc2a1"
"Pip4k2a",1.15858853038785e-26,0.627684435754501,0.55,0.163,2.96390117843821e-22,"amnion","Pip4k2a"
"Cd55",1.67007091990106e-26,0.362478258162625,0.24,0.034,4.2723754272909e-22,"amnion","Cd55"
"Gabarap",2.3030552355034e-26,0.694189527996484,1,0.996,5.8916759034648e-22,"amnion","Gabarap"
"1700017B05Rik",2.48979885410659e-26,0.800633309169476,0.73,0.281,6.36940342857549e-22,"amnion","1700017B05Rik"
"Copz2",2.72272203935228e-26,0.850858865295776,0.65,0.249,6.96526752107101e-22,"amnion","Copz2"
"Pkp2",3.26977149941567e-26,0.836461133858818,0.72,0.294,8.36472944980518e-22,"amnion","Pkp2"
"Dab2",3.27521224325881e-26,0.921495949156416,0.73,0.298,8.37864796070469e-22,"amnion","Dab2"
"Slc38a4",3.49230564056312e-26,0.970999547637086,0.86,0.44,8.93401628968858e-22,"amnion","Slc38a4"
"Hsd11b2",5.40759348712377e-26,1.50391249116511,0.77,0.352,1.383370565876e-21,"amnion","Hsd11b2"
"Timp2",8.24145178490271e-26,1.02654761774154,0.89,0.492,2.10832819561381e-21,"amnion","Timp2"
"Col5a1",8.24927368699816e-26,0.578312946126514,0.48,0.127,2.11032919460787e-21,"amnion","Col5a1"
"Plxna4",1.27494480876223e-25,0.284035706763028,0.21,0.027,3.26156380977555e-21,"amnion","Plxna4"
"Pacsin2",1.3057031604204e-25,0.851277357955771,0.8,0.381,3.34024982498748e-21,"amnion","Pacsin2"
"Kitl",1.36531005814599e-25,0.703246339160484,0.74,0.267,3.49273619074907e-21,"amnion","Kitl"
"2610028E06Rik",1.38906450959801e-25,0.297464899611968,0.22,0.03,3.55350482845362e-21,"amnion","2610028E06Rik"
"Selenof",1.50652732487006e-25,0.48301507959378,1,1,3.85399820248258e-21,"amnion","Selenof"
"Bcam",1.67166091769108e-25,0.842180971145331,0.81,0.354,4.27644295963733e-21,"amnion","Bcam"
"Bves",1.76012103215041e-25,0.483633545347191,0.4,0.09,4.50274162444717e-21,"amnion","Bves"
"Actg1",1.8851412183133e-25,0.454272249145824,1,1,4.82256826468909e-21,"amnion","Actg1"
"Ptn",1.98951178095022e-25,-2.70495339434203,0.55,0.869,5.08956903802684e-21,"amnion","Ptn"
"Hspa5",2.88546971533892e-25,0.662044972868367,1,1,7.38160862578002e-21,"amnion","Hspa5"
"Arf4",5.62257156503055e-25,0.52612748523617,1,1,1.43836625776612e-20,"amnion","Arf4"
"Rps4x",7.0569497308174e-25,-0.293076510105247,1,1,1.80530888013771e-20,"amnion","Rps4x"
"Bcar3",7.11939288485763e-25,0.537070442021151,0.46,0.122,1.82128308780428e-20,"amnion","Bcar3"
"Lrrc1",7.34411801002555e-25,0.681284970652788,0.63,0.232,1.87877226932474e-20,"amnion","Lrrc1"
"Anxa5",8.46406832370934e-25,1.12237860502152,0.89,0.556,2.16527795857132e-20,"amnion","Anxa5"
"Tpi1",9.17522626964899e-25,-0.734563356014553,1,1,2.3472063843016e-20,"amnion","Tpi1"
"Akap12",9.88320708019359e-25,1.12865671917902,0.75,0.368,2.52832203525512e-20,"amnion","Akap12"
"Laptm4a",1.10304433762021e-24,0.662567923799031,1,0.997,2.82180802450002e-20,"amnion","Laptm4a"
"Ostc",1.1406751704282e-24,0.562337237268105,1,1,2.91807522098941e-20,"amnion","Ostc"
"Lamb1",1.25385438038688e-24,0.863973293501364,0.8,0.419,3.20761027590571e-20,"amnion","Lamb1"
"Gpx4",1.27593095842841e-24,0.549237652223206,1,0.999,3.26408657785155e-20,"amnion","Gpx4"
"Atp6v0c",1.51583429171215e-24,0.474059972527754,1,1,3.87780728505802e-20,"amnion","Atp6v0c"
"Mxra8",1.98596793837985e-24,0.827065325642014,0.66,0.271,5.08050317996333e-20,"amnion","Mxra8"
"Pik3cd",2.30872354570669e-24,0.293604415611807,0.2,0.026,5.90617657462685e-20,"amnion","Pik3cd"
"Sh3bgrl3",3.36719545493978e-24,0.662318505112277,1,0.994,8.61395941282695e-20,"amnion","Sh3bgrl3"
"Gapdh",3.75989526809243e-24,-0.394217532528159,1,1,9.61856407483406e-20,"amnion","Gapdh"
"Twist1",4.3535106566775e-24,1.62929859437161,0.84,0.415,1.11371509619124e-19,"amnion","Twist1"
"Gng5",4.6547886230446e-24,0.339783701226499,1,1,1.19078802554727e-19,"amnion","Gng5"
"Adamts18",5.21663790247966e-24,0.3271290596672,0.17,0.019,1.33452030821235e-19,"amnion","Adamts18"
"Cdca7",5.5114975282759e-24,-0.970107765353634,0.77,0.968,1.40995129768354e-19,"amnion","Cdca7"
"Rbms3",5.64322819018145e-24,0.614502718914496,0.52,0.155,1.44365063561222e-19,"amnion","Rbms3"
"Slc25a24",5.91620136364278e-24,0.756886460409744,0.64,0.259,1.51348263284709e-19,"amnion","Slc25a24"
"Vcam1",6.07450810802207e-24,0.369671560453196,0.18,0.021,1.55398066419421e-19,"amnion","Vcam1"
"Arap2",7.01147198566273e-24,0.36111078051883,0.31,0.06,1.79367476337224e-19,"amnion","Arap2"
"Sox11",1.04186053459013e-23,-1.0318177379447,0.78,0.973,2.66528761958846e-19,"amnion","Sox11"
"Capzb",1.14578621876668e-23,0.610412356490785,1,0.995,2.93115030484891e-19,"amnion","Capzb"
"Rcc2",1.40361772293828e-23,-0.746020404748388,0.98,0.999,3.59073485882071e-19,"amnion","Rcc2"
"Klhdc10",1.55056928311737e-23,0.781431259137272,0.85,0.464,3.96666634007084e-19,"amnion","Klhdc10"
"Pkdcc",1.93916100112348e-23,1.09971059269114,0.92,0.62,4.96076167307408e-19,"amnion","Pkdcc"
"Ehd2",2.09388489856468e-23,0.395760789321856,0.31,0.062,5.35657634750816e-19,"amnion","Ehd2"
"Sall4",3.0606423245689e-23,-1.01190096287762,0.6,0.917,7.82973519471215e-19,"amnion","Sall4"
"Gas5",3.56035950171017e-23,-0.508598061992698,1,1,9.10811167727496e-19,"amnion","Gas5"
"Apbb1",3.56528603419144e-23,0.855417846672151,0.83,0.493,9.12071473266853e-19,"amnion","Apbb1"
"Itm2a",4.60327849651965e-23,1.48270390613967,0.86,0.547,1.17761070497966e-18,"amnion","Itm2a"
"Ehd1",4.66379293408071e-23,0.875950968125951,0.98,0.876,1.19309150839653e-18,"amnion","Ehd1"
"P3h1",4.96642397627037e-23,0.781246808319187,0.71,0.32,1.27051058160949e-18,"amnion","P3h1"
"Armh4",5.49364677359545e-23,0.786815963198855,0.75,0.325,1.40538471762119e-18,"amnion","Armh4"
"Surf4",6.36382631799526e-23,0.807138033251754,0.98,0.897,1.62799404866955e-18,"amnion","Surf4"
"Lrrc59",7.24856133250364e-23,0.645538731609353,1,0.995,1.85432696008108e-18,"amnion","Lrrc59"
"Emilin1",8.10202719169931e-23,0.562624027812654,0.62,0.215,2.07266059618052e-18,"amnion","Emilin1"
"Sec11a",8.42865435673524e-23,0.542906948092462,1,0.999,2.15621835754001e-18,"amnion","Sec11a"
"Tbca",8.43555047498136e-23,0.535205968505029,1,0.999,2.15798252250973e-18,"amnion","Tbca"
"Psph",8.55113947673614e-23,1.03080640537371,0.91,0.685,2.18755250093864e-18,"amnion","Psph"
"Stard3nl",8.73442170312838e-23,0.810562701678986,0.96,0.891,2.2344397600943e-18,"amnion","Stard3nl"
"Prrt4",9.05348782100818e-23,0.337164674573091,0.28,0.052,2.31606325437031e-18,"amnion","Prrt4"
"Frmd6",1.12407272634416e-22,0.689666929351213,0.6,0.213,2.87560284853363e-18,"amnion","Frmd6"
"Pofut2",1.19424700421419e-22,0.877945434362536,0.93,0.674,3.05512268618075e-18,"amnion","Pofut2"
"Apex1",1.20776124697103e-22,-0.609740884736528,1,1,3.08969482200129e-18,"amnion","Apex1"
"Adamts17",1.21293644521461e-22,0.310201026789105,0.23,0.036,3.10293401414802e-18,"amnion","Adamts17"
"Elovl1",1.43417592817984e-22,0.846665597594693,0.8,0.421,3.66890885946967e-18,"amnion","Elovl1"
"Pla2g4a",1.44746073528429e-22,0.357410999626805,0.29,0.056,3.70289405300428e-18,"amnion","Pla2g4a"
"Il6st",1.87950548049676e-22,0.607904457882305,0.58,0.203,4.80815092020682e-18,"amnion","Il6st"
"Sap30",2.2320618745327e-22,-0.929419345055955,0.75,0.973,5.71006068742955e-18,"amnion","Sap30"
"Cdh11",2.26304141168156e-22,0.700738815279281,0.74,0.309,5.78931253936376e-18,"amnion","Cdh11"
"Polg",2.43362984498771e-22,0.942095179753023,0.8,0.416,6.22571186944756e-18,"amnion","Polg"
"Mob3a",2.49973507599481e-22,0.572785923083973,0.52,0.168,6.39482227140992e-18,"amnion","Mob3a"
"Sri",2.74381298815302e-22,0.853161872731783,0.97,0.824,7.01922238629306e-18,"amnion","Sri"
"Ilk",2.92515490473098e-22,0.909903306912331,0.98,0.78,7.4831312772828e-18,"amnion","Ilk"
"Epop",3.07414781160573e-22,-1.04779598017024,0.5,0.836,7.86428493164979e-18,"amnion","Epop"
"Dctpp1",3.25643222218858e-22,-0.556600813451388,1,1,8.33060491080283e-18,"amnion","Dctpp1"
"Crb2",3.60114794793819e-22,0.555484841422532,0.52,0.167,9.21245668041549e-18,"amnion","Crb2"
"Nipsnap2",3.62496455557973e-22,0.551812845370939,0.5,0.154,9.27338432608407e-18,"amnion","Nipsnap2"
"Mcm7",5.95865361601796e-22,-0.731308379392752,0.98,0.998,1.52434276804971e-17,"amnion","Mcm7"
"Tspan18",7.185196263457e-22,0.476919978114061,0.47,0.131,1.83811690811757e-17,"amnion","Tspan18"
"Daam1",7.58049691835892e-22,0.756432222839463,0.56,0.202,1.93924272165458e-17,"amnion","Daam1"
"Tmed9",8.1853279187664e-22,0.542240926763708,1,0.999,2.09397058817882e-17,"amnion","Tmed9"
"Ssr2",8.74782289539827e-22,0.517821292803534,1,1,2.23786805310079e-17,"amnion","Ssr2"
"Selenos",9.85028468970502e-22,0.841760368686389,0.99,0.933,2.51989982932034e-17,"amnion","Selenos"
"Fermt2",1.01878653707915e-21,0.78128897636056,0.99,0.897,2.60625971915588e-17,"amnion","Fermt2"
"Tax1bp3",1.08511085693441e-21,0.716587169729647,0.91,0.566,2.77593059420959e-17,"amnion","Tax1bp3"
"Zfhx3",1.1573738381915e-21,0.827415633033038,0.81,0.437,2.96079375286149e-17,"amnion","Zfhx3"
"Prdx2",1.16064277457396e-21,-0.41875760000252,1,1,2.96915634591509e-17,"amnion","Prdx2"
"Angpt1",1.52513270845266e-21,0.436598503852234,0.37,0.088,3.90159449476361e-17,"amnion","Angpt1"
"Usp29",1.66393128258901e-21,0.48290435905879,0.54,0.17,4.25666900711922e-17,"amnion","Usp29"
"Cacna2d1",2.00623321097468e-21,0.563027854480139,0.4,0.107,5.13234580031543e-17,"amnion","Cacna2d1"
"Tmed2",2.31315282387691e-21,0.584804825968956,1,1,5.91750755404192e-17,"amnion","Tmed2"
"Pgm1",2.50642136685517e-21,0.949338852079647,0.77,0.43,6.4119271406889e-17,"amnion","Pgm1"
"Arhgdia",2.68079453811978e-21,0.446519334491295,1,1,6.85800858741802e-17,"amnion","Arhgdia"
"Slit2",2.72282128584094e-21,0.522317977487332,0.42,0.114,6.96552141343828e-17,"amnion","Slit2"
"Prnp",2.86157325404969e-21,0.731668962833974,0.58,0.211,7.32047669850992e-17,"amnion","Prnp"
"Tspan2",3.48102585093902e-21,0.588346388175341,0.56,0.196,8.90516033187219e-17,"amnion","Tspan2"
"Bri3",3.78871269162571e-21,0.524462783403226,1,0.995,9.6922848077169e-17,"amnion","Bri3"
"Myl9",4.08685612661254e-21,0.690202112176423,0.71,0.327,1.04549953431002e-16,"amnion","Myl9"
"Gpi1",4.89526153314873e-21,-0.615550775213189,1,1,1.25230580541011e-16,"amnion","Gpi1"
"Tead1",5.15414369542512e-21,0.902240521622481,0.89,0.659,1.31853304016366e-16,"amnion","Tead1"
"Cdkn1c",6.80880595675077e-21,0.978344181422211,0.93,0.716,1.74182873985598e-16,"amnion","Cdkn1c"
"Eva1b",7.55999398530015e-21,0.730464974166817,0.85,0.438,1.93399766131948e-16,"amnion","Eva1b"
"Tceal8",9.11290969904479e-21,0.617197391988074,1,0.999,2.33126455920964e-16,"amnion","Tceal8"
"Slc12a4",1.00284461380436e-20,0.523595902181607,0.53,0.18,2.56547709103432e-16,"amnion","Slc12a4"
"Rbms2",1.06221967794666e-20,0.872459928424191,0.86,0.517,2.71737038012314e-16,"amnion","Rbms2"
"Flnb",1.11215884745293e-20,0.598478947912953,0.59,0.214,2.84512476355409e-16,"amnion","Flnb"
"Tram2",1.24330847928621e-20,0.656419580368868,0.6,0.226,3.18063175170999e-16,"amnion","Tram2"
"Ppfia4",1.2468808035045e-20,0.305895756387635,0.23,0.04,3.18977047152522e-16,"amnion","Ppfia4"
"Rbms1",1.35241955115123e-20,0.781784722332196,1,0.831,3.45975969575509e-16,"amnion","Rbms1"
"Rnd3",1.53464747483021e-20,0.897806470150698,0.86,0.557,3.92593517011064e-16,"amnion","Rnd3"
"Ptpmt1",1.68199062933758e-20,0.781136441558813,0.93,0.671,4.30286842797139e-16,"amnion","Ptpmt1"
"Lpp",1.71011177447759e-20,0.756936286634812,0.8,0.39,4.37480794146858e-16,"amnion","Lpp"
"Dse",1.71029430668465e-20,0.667959803421724,0.73,0.341,4.37527489536066e-16,"amnion","Dse"
"Aldoa",1.73731447396101e-20,-0.507580166235654,1,1,4.44439788728707e-16,"amnion","Aldoa"
"Myo18a",2.13843860652114e-20,0.5281152733312,0.51,0.165,5.47055364320237e-16,"amnion","Myo18a"
"Tmem119",2.14108952154602e-20,0.661060545983188,0.49,0.155,5.47733521401902e-16,"amnion","Tmem119"
"Sox2",2.14792085459202e-20,-2.02038530750717,0.02,0.518,5.49481113021731e-16,"amnion","Sox2"
"Foxo4",2.24686479209093e-20,0.631962027165111,0.64,0.256,5.74792951112701e-16,"amnion","Foxo4"
"Fam122b",2.44741747514223e-20,0.454087492696723,0.46,0.138,6.26098338490884e-16,"amnion","Fam122b"
"Arhgap1",2.46386191310881e-20,0.779370558118771,0.78,0.412,6.30305154611497e-16,"amnion","Arhgap1"
"Kdelr2",2.60516687339573e-20,0.666292902294431,1,0.984,6.66453789552096e-16,"amnion","Kdelr2"
"Snrpn",2.97682561720462e-20,0.74926177289873,0.99,0.951,7.61531529393285e-16,"amnion","Snrpn"
"Arid5b",3.15271549342839e-20,0.679664700287466,0.75,0.354,8.06527677528851e-16,"amnion","Arid5b"
"Set",3.17646707464868e-20,-0.399187820314644,1,1,8.12603807036626e-16,"amnion","Set"
"Cul4b",3.6463783219279e-20,0.726391426800946,0.9,0.576,9.32816502315595e-16,"amnion","Cul4b"
"Hnrnpa1",3.92503293895764e-20,-0.348596404772455,1,1,1.00410192644414e-15,"amnion","Hnrnpa1"
"Rer1",4.04347961723094e-20,0.524053696209766,1,0.994,1.03440295568002e-15,"amnion","Rer1"
"Sgce",4.09962644186603e-20,0.827827508787974,0.75,0.387,1.04876643635817e-15,"amnion","Sgce"
"Smad7",5.00775157126208e-20,0.744003329148809,0.68,0.296,1.28108300696027e-15,"amnion","Smad7"
"Foxf2",5.28926538713598e-20,0.255642371014952,0.18,0.026,1.35309987133713e-15,"amnion","Foxf2"
"Trp53",5.53420992683822e-20,-0.610896378317527,0.99,0.996,1.41576158348375e-15,"amnion","Trp53"
"Rps29",5.71679895230731e-20,-0.282822596422201,1,1,1.46247150797926e-15,"amnion","Rps29"
"Dnajc3",8.07274778361328e-20,0.87025546437818,0.94,0.719,2.06517033800395e-15,"amnion","Dnajc3"
"Car14",8.49506651060169e-20,-0.987762712257008,0.45,0.852,2.17320791474212e-15,"amnion","Car14"
"Rpl28",9.12167707108944e-20,-0.252890949130354,1,1,2.3335074283261e-15,"amnion","Rpl28"
"Myh10",9.15602944053373e-20,0.822447284992094,0.96,0.797,2.34229545147734e-15,"amnion","Myh10"
"Arpc5",9.23428670457243e-20,0.717627940285209,1,0.967,2.36231522476372e-15,"amnion","Arpc5"
"Sinhcaf",9.63503079300312e-20,-0.719720562836626,0.91,0.993,2.46483357746606e-15,"amnion","Sinhcaf"
