"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fsd1.4",1.21907864528709e-14,-0.548566861704225,0.115,0.445,3.11864699037343e-10,"endothelial","Fsd1"
"Ezh2.2",1.27741463892473e-14,-0.430308172001107,1,0.992,3.26788212929725e-10,"endothelial","Ezh2"
"Adk.6",1.33263550067544e-14,-0.542577797121603,0.906,0.977,3.40914813782791e-10,"endothelial","Adk"
"Ndel1.1",1.36910166385693e-14,0.463742841459559,0.647,0.365,3.50243587647881e-10,"endothelial","Ndel1"
"Calu.5",1.38054568660428e-14,0.491141922622823,0.849,0.627,3.53171197547106e-10,"endothelial","Calu"
"Tor2a.2",1.43894443829418e-14,0.528338668722286,0.849,0.61,3.68110766204418e-10,"endothelial","Tor2a"
"Cgrrf1",1.46986498656947e-14,0.554891032731877,0.669,0.415,3.76020860864202e-10,"endothelial","Cgrrf1"
"Naa10.2",1.49486122252054e-14,-0.441906786613827,0.95,0.991,3.82415397945204e-10,"endothelial","Naa10"
"Amotl1.2",1.53386001062239e-14,0.536507168067095,0.698,0.43,3.9239206791742e-10,"endothelial","Amotl1"
"Sdc3.2",1.54410325692838e-14,0.272610437526795,0.252,0.074,3.95012495187419e-10,"endothelial","Sdc3"
"Abcg2.6",1.54848966463092e-14,0.522008474657026,0.871,0.687,3.96134626005881e-10,"endothelial","Abcg2"
"Capza2",1.60106457590457e-14,0.352854813113976,1,0.998,4.09584339807908e-10,"endothelial","Capza2"
"Ufm1.2",1.65050810112277e-14,0.442724451221173,0.95,0.895,4.22232982429226e-10,"endothelial","Ufm1"
"Tbc1d9b",1.70585787490709e-14,0.42600132236017,0.482,0.222,4.36392561558731e-10,"endothelial","Tbc1d9b"
"Lef1.13",1.76677540222734e-14,-1.03811919649806,0.482,0.713,4.51976483397798e-10,"endothelial","Lef1"
"Cers2",1.87675935344738e-14,0.527321771164965,0.906,0.783,4.80112577798908e-10,"endothelial","Cers2"
"Gtf2h3.3",2.00678319457071e-14,-0.52321359299611,0.763,0.896,5.13375276835079e-10,"endothelial","Gtf2h3"
"Ctsl.5",2.00922573324897e-14,0.593486927184176,0.993,0.998,5.14000127079751e-10,"endothelial","Ctsl"
"Frrs1.5",2.14933399413866e-14,0.467639491058259,0.554,0.285,5.49842622380553e-10,"endothelial","Frrs1"
"Ppp1r12c",2.3394434183181e-14,0.533253744773602,0.741,0.512,5.98476415274136e-10,"endothelial","Ppp1r12c"
"Golm1.7",2.47075639677945e-14,-0.59052823468543,0.439,0.71,6.3206890142412e-10,"endothelial","Golm1"
"Aldh2.8",2.62395087315427e-14,-0.581094204531868,0.676,0.857,6.71259112370325e-10,"endothelial","Aldh2"
"Mien1.4",2.68037103941002e-14,-0.506263193790528,0.763,0.903,6.85692519301871e-10,"endothelial","Mien1"
"Ndufs6",2.69960997939677e-14,-0.360708325128795,1,1,6.90614224929281e-10,"endothelial","Ndufs6"
"Epor.1",2.71997266521129e-14,0.256686154986658,0.216,0.058,6.95823407214351e-10,"endothelial","Epor"
"Neu1.1",2.72462939508358e-14,0.413247788849066,0.576,0.292,6.9701469185028e-10,"endothelial","Neu1"
"Ppp2cb.1",2.78928090266991e-14,0.477474828893721,0.957,0.783,7.13553840521017e-10,"endothelial","Ppp2cb"
"Atp6v0b.4",2.93653454307677e-14,0.411295128555454,1,0.973,7.512242668099e-10,"endothelial","Atp6v0b"
"Pkdcc.9",3.04067082644392e-14,0.597943602951903,0.885,0.619,7.77864410820883e-10,"endothelial","Pkdcc"
"Dpysl5.6",3.06275498970978e-14,-0.548930574058098,0.043,0.359,7.83513981467556e-10,"endothelial","Dpysl5"
"Glipr2.9",3.09463155793388e-14,0.48248461460831,0.496,0.233,7.91668645150646e-10,"endothelial","Glipr2"
"Fzd3.8",3.10812265366681e-14,-0.597412039995541,0.259,0.588,7.95119937261045e-10,"endothelial","Fzd3"
"Pgm2.1",3.28840720907257e-14,0.546758043153161,0.669,0.4,8.41240332224944e-10,"endothelial","Pgm2"
"Sod1",3.42095151414755e-14,0.552396588967899,0.863,0.699,8.75147816349226e-10,"endothelial","Sod1"
"Krt18.14",3.42911614356114e-14,-2.18019682022555,0.468,0.703,8.77236491845812e-10,"endothelial","Krt18"
"Cenph.2",3.49560774259483e-14,-0.506835647423789,0.655,0.865,8.9424637271061e-10,"endothelial","Cenph"
"Rab14.2",3.59162858246465e-14,0.446027621838462,1,0.968,9.18810423966108e-10,"endothelial","Rab14"
"Zfp36l2.11",3.62432534697179e-14,0.509905400589511,0.835,0.582,9.27174910262323e-10,"endothelial","Zfp36l2"
"Tmem258.1",3.63999586555415e-14,0.34276366335694,0.993,0.998,9.31183742326063e-10,"endothelial","Tmem258"
"Ppm1f",3.68136139603746e-14,0.378198009779437,0.41,0.17,9.41765872334302e-10,"endothelial","Ppm1f"
"Pbx1.7",3.88717065194971e-14,-0.635969561155051,0.633,0.831,9.94415996181775e-10,"endothelial","Pbx1"
"Hectd1.2",4.26605085561484e-14,0.499183150019028,0.921,0.729,1.09134112988339e-09,"endothelial","Hectd1"
"Rab7",4.32441131927446e-14,0.412871171624279,0.978,0.922,1.10627090369679e-09,"endothelial","Rab7"
"Srsf10.2",4.46023426151046e-14,-0.368877946885701,1,0.999,1.14101712877961e-09,"endothelial","Srsf10"
"Parva.7",4.70852848186226e-14,0.461320403174702,0.712,0.408,1.20453575623e-09,"endothelial","Parva"
"Obsl1.3",4.78745057059595e-14,0.430290521070798,0.597,0.324,1.22472560496985e-09,"endothelial","Obsl1"
"Metrn.7",4.97495187244455e-14,-0.703302144179393,0.23,0.527,1.27269218800876e-09,"endothelial","Metrn"
"Wasf1",5.10799943048505e-14,-0.562563373093445,0.194,0.511,1.30672841430668e-09,"endothelial","Wasf1"
"Tspan2.4",5.20544550761395e-14,0.501540608677408,0.439,0.197,1.3316570697578e-09,"endothelial","Tspan2"
"Rnf19a",5.29707343424219e-14,0.372646015485032,0.439,0.192,1.35509732594784e-09,"endothelial","Rnf19a"
"Rab8b.2",5.64123798728866e-14,0.382625158090118,0.518,0.242,1.44314150190818e-09,"endothelial","Rab8b"
"Septin9.4",6.0759826190239e-14,0.444863533402424,0.95,0.748,1.55435787359869e-09,"endothelial","Septin9"
"Fam241a",6.41164827796309e-14,0.316113151550932,0.259,0.082,1.64022786246852e-09,"endothelial","Fam241a"
"Sh3gl1.1",6.55483726350085e-14,0.465899773753075,0.957,0.911,1.67685846874879e-09,"endothelial","Sh3gl1"
"Sms.7",6.58816801983395e-14,-0.533806334662664,0.957,0.982,1.68538514283392e-09,"endothelial","Sms"
"Spsb4.10",6.7258259003264e-14,-0.693481285552206,0.165,0.479,1.7206007818215e-09,"endothelial","Spsb4"
"Ssh2",6.74841197936072e-14,0.321381722966085,0.345,0.13,1.72637875256006e-09,"endothelial","Ssh2"
"Mapk8ip1.6",7.01215608011141e-14,-0.557294680339415,0.108,0.419,1.7938497684141e-09,"endothelial","Mapk8ip1"
"Ptch1.11",7.620488313255e-14,-0.910457542030552,0.374,0.642,1.94947332029689e-09,"endothelial","Ptch1"
"Hoxb1.13",7.6839887464992e-14,-1.0914650255059,0.151,0.463,1.96571800112942e-09,"endothelial","Hoxb1"
"Rfc5.1",7.8074709864502e-14,-0.451258107986428,0.856,0.962,1.99730722775369e-09,"endothelial","Rfc5"
"Slk.1",8.03500433678621e-14,0.534325371860033,0.705,0.452,2.05551480943665e-09,"endothelial","Slk"
"Ebpl",8.52755490762984e-14,0.661267523656472,0.906,0.769,2.18151909646987e-09,"endothelial","Ebpl"
"Cyp20a1.2",8.62787558759343e-14,0.529056287758697,0.827,0.573,2.20718313281815e-09,"endothelial","Cyp20a1"
"G3bp1.3",9.11760468929604e-14,-0.279883429615807,1,1,2.33246563161571e-09,"endothelial","G3bp1"
"Hmgn3.8",9.23225046434358e-14,-0.628530623466703,0.54,0.786,2.36179431378837e-09,"endothelial","Hmgn3"
"Agfg1",9.58757786908305e-14,0.520875851493665,0.878,0.748,2.45269417046883e-09,"endothelial","Agfg1"
"Tmem47.11",1.00814071688684e-13,-0.678276716433916,0.381,0.647,2.57902558193992e-09,"endothelial","Tmem47"
"Pspc1.1",1.07894552313464e-13,-0.548285240444241,0.669,0.876,2.76015843728302e-09,"endothelial","Pspc1"
"Tmbim1",1.11252180783682e-13,0.295058287531941,0.317,0.113,2.84605328880816e-09,"endothelial","Tmbim1"
"Commd7.1",1.17414326152562e-13,0.442648336357937,0.935,0.813,3.00369329163484e-09,"endothelial","Commd7"
"Kif26a",1.25256977447717e-13,0.328606916979341,0.281,0.094,3.20432399706749e-09,"endothelial","Kif26a"
"Sec22b.2",1.29174796647929e-13,0.476727646413106,0.942,0.814,3.30454964784732e-09,"endothelial","Sec22b"
"Fgfr2.7",1.30872532252836e-13,-0.640153531589861,0.029,0.327,3.34798112009206e-09,"endothelial","Fgfr2"
"Psph.5",1.34080522082423e-13,-0.607577183515617,0.432,0.697,3.43004791591255e-09,"endothelial","Psph"
"Snap23.1",1.37667327720925e-13,0.414200232096799,0.964,0.916,3.52180557775672e-09,"endothelial","Snap23"
"Echs1",1.38674709649952e-13,-0.438410139004578,0.942,0.985,3.54757642226508e-09,"endothelial","Echs1"
"Tma7",1.44476975242431e-13,-0.255342837436985,1,1,3.69600998065187e-09,"endothelial","Tma7"
"Lamtor4",1.45198229074729e-13,-0.491454109532545,0.712,0.91,3.71446109618972e-09,"endothelial","Lamtor4"
"Btbd10.1",1.45308157639105e-13,0.493796276434096,0.655,0.387,3.71727328872358e-09,"endothelial","Btbd10"
"Msi2.11",1.67780904894e-13,-0.633197863941511,0.511,0.768,4.29217110899832e-09,"endothelial","Msi2"
"Chmp2a.2",1.70869138332364e-13,0.512286274476443,0.935,0.852,4.37117429681854e-09,"endothelial","Chmp2a"
"H2bu2.12",1.71619113973685e-13,-0.633659526581695,0.065,0.369,4.39036017367481e-09,"endothelial","H2bu2"
"Zfp266.1",1.72906809987019e-13,-0.525439902650598,0.54,0.786,4.42330201308792e-09,"endothelial","Zfp266"
"Itgb3bp",1.7597286092805e-13,-0.513455180948941,0.597,0.817,4.50173772826136e-09,"endothelial","Itgb3bp"
"Pak2.3",1.80701685033785e-13,0.496552893974356,0.95,0.862,4.6227105065343e-09,"endothelial","Pak2"
"Tor1aip1",1.88470756895451e-13,0.452005975134429,0.755,0.497,4.82145890289943e-09,"endothelial","Tor1aip1"
"Zmat2",1.91140016347347e-13,-0.385133554805416,0.978,0.994,4.88974389819783e-09,"endothelial","Zmat2"
"Srsf1.2",1.92395319397129e-13,-0.409944503674706,0.978,0.996,4.92185706081735e-09,"endothelial","Srsf1"
"Pnisr.2",1.94958407817815e-13,-0.494550705537247,0.82,0.954,4.98742598879536e-09,"endothelial","Pnisr"
"Pfdn2",1.95351252360127e-13,-0.306036348525086,1,1,4.99747573787676e-09,"endothelial","Pfdn2"
"Aff4",2.03138456526423e-13,0.529641186167528,0.777,0.554,5.19668799485894e-09,"endothelial","Aff4"
"Lsm4",2.07805639615195e-13,-0.276839974750386,1,1,5.31608387263592e-09,"endothelial","Lsm4"
"Meis3.5",2.14651302287988e-13,-0.577099385210193,0.252,0.561,5.4912096151313e-09,"endothelial","Meis3"
"Pcgf6.3",2.1623447572888e-13,-0.528262815066533,0.612,0.845,5.53171035809622e-09,"endothelial","Pcgf6"
"Cggbp1",2.23230803348636e-13,0.501190493610975,0.921,0.801,5.7106904112648e-09,"endothelial","Cggbp1"
"Cth.6",2.32450888532922e-13,-0.58472360115343,0.302,0.603,5.94655863044922e-09,"endothelial","Cth"
"Thbs3.7",2.34924147662542e-13,-0.538876173386882,0.086,0.389,6.00982954550315e-09,"endothelial","Thbs3"
"Armcx1.5",2.48931135256278e-13,0.519388485420627,0.784,0.584,6.36815630212609e-09,"endothelial","Armcx1"
"Got2.2",2.52594666184272e-13,-0.436598198544717,0.935,0.978,6.46187675032603e-09,"endothelial","Got2"
"Cks1b.1",2.60041581260318e-13,0.25926155467774,1,1,6.65238373180145e-09,"endothelial","Cks1b"
"Sin3b.1",2.8048409402954e-13,0.42175702039353,0.986,0.956,7.1753440934637e-09,"endothelial","Sin3b"
"Mphosph10.2",2.98856142698267e-13,-0.461330448647558,0.799,0.956,7.64533784250706e-09,"endothelial","Mphosph10"
"Phf6.4",3.0966114196514e-13,0.889675683630794,0.791,0.688,7.92175133375221e-09,"endothelial","Phf6"
"Bag3.3",3.25615828844328e-13,0.398366358063146,0.439,0.201,8.32990413349561e-09,"endothelial","Bag3"
"Plpp5.2",3.42237261160472e-13,0.406281955321403,0.532,0.265,8.75511361500719e-09,"endothelial","Plpp5"
"Znhit3",3.44394581146949e-13,-0.460672772835497,0.842,0.946,8.81030217490125e-09,"endothelial","Znhit3"
"Glrx.6",3.46869470360823e-13,-0.605616446091008,0.122,0.425,8.87361479077058e-09,"endothelial","Glrx"
"Add1.1",3.64459349728799e-13,0.522101931159725,0.64,0.412,9.32359908476215e-09,"endothelial","Add1"
"Snrpf.2",3.72490578179039e-13,-0.277970138134912,1,1,9.52905397097617e-09,"endothelial","Snrpf"
"Gng3.9",4.21830447318143e-13,-0.58379545133883,0.122,0.425,1.07912665032927e-08,"endothelial","Gng3"
"Tenm3.1",4.41262127562989e-13,-0.521517753137517,0.115,0.425,1.12883677473164e-08,"endothelial","Tenm3"
"Fkbp10.4",4.90727275778771e-13,0.557599696324867,0.604,0.363,1.25537851689725e-08,"endothelial","Fkbp10"
"Tln2.9",5.09271102423096e-13,-0.615771759341624,0.252,0.565,1.30281733421876e-08,"endothelial","Tln2"
"Wnt5b.13",5.40375714400232e-13,-0.879968969761299,0.086,0.385,1.38238915257867e-08,"endothelial","Wnt5b"
"Ccny",5.72569079924225e-13,0.504820988562909,0.827,0.643,1.46474622026215e-08,"endothelial","Ccny"
"Mgat1.2",5.81744409419146e-13,0.426146630458498,0.59,0.325,1.48821854817606e-08,"endothelial","Mgat1"
"Ccl27a.1",5.84650031116033e-13,-0.486136235528178,0.108,0.413,1.49565170960103e-08,"endothelial","Ccl27a"
"Tmem216.1",6.00919897644805e-13,-0.520782247110427,0.403,0.675,1.53727328215494e-08,"endothelial","Tmem216"
"Tenm4.5",6.27591646855867e-13,-0.588078664208714,0.086,0.381,1.60550495098668e-08,"endothelial","Tenm4"
"Pdia3.7",6.31794452701103e-13,0.339146871485005,1,1,1.61625656889996e-08,"endothelial","Pdia3"
"Mrpl24",6.5487856935245e-13,0.43949649849643,0.986,0.949,1.67531035611744e-08,"endothelial","Mrpl24"
"Cst3.10",6.90574991707034e-13,0.43100660619294,1,0.99,1.76662894378493e-08,"endothelial","Cst3"
"Mrpl42.2",7.13347807050118e-13,-0.346493563043743,1,0.999,1.82488635999561e-08,"endothelial","Mrpl42"
"Pdpn.9",7.31263866286996e-13,-0.601899768956531,0.014,0.299,1.87071922273539e-08,"endothelial","Pdpn"
"Gap43.12",7.48532007138077e-13,0.881642988183208,0.597,0.369,1.91489458066063e-08,"endothelial","Gap43"
"Sall1.8",7.56488780319447e-13,-0.610160950319025,0.194,0.488,1.93524959781321e-08,"endothelial","Sall1"
"Fnta",7.59260171480931e-13,-0.426757925968403,0.885,0.972,1.94233937068252e-08,"endothelial","Fnta"
"Inava.2",7.6034361508194e-13,-0.449226715027757,0.05,0.348,1.94511103610262e-08,"endothelial","Inava"
"Selenow.4",8.08514574793455e-13,-0.375836712012035,0.993,1,2.06834198523662e-08,"endothelial","Selenow"
"Wnt5a.10",8.12800408706706e-13,-0.766448479723779,0.158,0.454,2.0793060055535e-08,"endothelial","Wnt5a"
"Ssr3.6",8.96732880137691e-13,0.38139434403182,1,0.981,2.29402205396824e-08,"endothelial","Ssr3"
"Hoxaas3.12",8.96929854791782e-13,-2.29752715327192,0.151,0.432,2.29452595452834e-08,"endothelial","Hoxaas3"
"Nudt9.3",8.98352213406351e-13,0.508426994262648,0.928,0.786,2.29816463233613e-08,"endothelial","Nudt9"
"Mbtd1.1",9.89174569182842e-13,-0.531653494842187,0.504,0.731,2.53050638288355e-08,"endothelial","Mbtd1"
"Atxn7l3b.3",1.05872593609981e-12,-0.419945367158962,1,0.995,2.70843268973054e-08,"endothelial","Atxn7l3b"
"Cntfr.13",1.0676942183227e-12,-0.606391440013226,0.065,0.355,2.73137534931314e-08,"endothelial","Cntfr"
"Rnd2.5",1.10096516599893e-12,0.672757810606403,0.482,0.258,2.81648908765846e-08,"endothelial","Rnd2"
"Igfbpl1.10",1.10468443999092e-12,-0.812815702236181,0.115,0.416,2.82600373438477e-08,"endothelial","Igfbpl1"
"9130401M01Rik.4",1.12746323755818e-12,-0.446684648448583,0.849,0.944,2.88427645432133e-08,"endothelial","9130401M01Rik"
"Maged1.11",1.15690411504465e-12,0.375040639570597,1,0.981,2.95959210710723e-08,"endothelial","Maged1"
"Cbx1.3",1.16132571390773e-12,-0.306991359252834,1,1,2.97090344131876e-08,"endothelial","Cbx1"
"Igfbp2.12",1.17019267021856e-12,-1.10927402235881,0.64,0.795,2.99358688895311e-08,"endothelial","Igfbp2"
"Bri3.8",1.17341851858634e-12,0.360927954461135,1,0.995,3.00183925424757e-08,"endothelial","Bri3"
"Fam160b1",1.17839848561646e-12,0.399129850537077,0.496,0.25,3.01457900590402e-08,"endothelial","Fam160b1"
"Tpi1.8",1.18414404429166e-12,-0.384153519002523,1,1,3.02927729410692e-08,"endothelial","Tpi1"
"Mbnl1",1.33467684496519e-12,0.387482556203928,0.554,0.289,3.41437030478994e-08,"endothelial","Mbnl1"
"Ndfip2.2",1.35708550129484e-12,0.457380922503616,0.892,0.73,3.47169612941247e-08,"endothelial","Ndfip2"
"Uvrag",1.3581767463872e-12,0.417709999037826,0.439,0.206,3.47448775260775e-08,"endothelial","Uvrag"
"Eps15",1.37341003107021e-12,0.406108552786644,0.468,0.228,3.51345754148381e-08,"endothelial","Eps15"
"Wbp1l.1",1.451333407763e-12,0.404713044001362,0.604,0.339,3.7128011237393e-08,"endothelial","Wbp1l"
"Uchl5",1.45291267476752e-12,0.432001952565073,0.986,0.934,3.71684120459028e-08,"endothelial","Uchl5"
"Efnb1.12",1.49336849277495e-12,-0.717150403199024,0.144,0.437,3.82033527821687e-08,"endothelial","Efnb1"
"Zfp608.4",1.4987827250712e-12,0.46685016765199,0.748,0.501,3.83418596727714e-08,"endothelial","Zfp608"
"P3h1.4",1.53963250899232e-12,0.439318328414292,0.583,0.32,3.93868788450414e-08,"endothelial","P3h1"
"H3f3b.1",1.6779718971625e-12,0.25124646421199,1,1,4.29258770732112e-08,"endothelial","H3f3b"
"Srrm2",1.7172059988802e-12,-0.34018649255992,1,1,4.39295638633533e-08,"endothelial","Srrm2"
"Greb1.7",1.75103302688987e-12,-0.696615607953274,0.252,0.542,4.47949268938967e-08,"endothelial","Greb1"
"Tcfl5.8",1.79609165670193e-12,-0.636251398082023,0.223,0.519,4.59476167617487e-08,"endothelial","Tcfl5"
"Zwint.5",1.81080697766296e-12,0.434122124962494,1,0.989,4.63240641025738e-08,"endothelial","Zwint"
"Nfe2l2.5",1.85971145319863e-12,0.507224247180991,0.676,0.424,4.75751383957273e-08,"endothelial","Nfe2l2"
"Stra6.10",1.86833236420425e-12,-0.553947705531357,0.029,0.307,4.77956785410731e-08,"endothelial","Stra6"
"Lims1.1",1.90644190635753e-12,0.492073476140378,0.856,0.702,4.87705968484382e-08,"endothelial","Lims1"
"Gm45716.7",1.95849549053239e-12,0.66666027870956,0.763,0.531,5.01022316387995e-08,"endothelial","Gm45716"
"Tpgs2.1",1.99252826499256e-12,-0.468016299279149,0.727,0.857,5.09728580750398e-08,"endothelial","Tpgs2"
"Gpx1.3",2.03563260649102e-12,0.33160542185229,1,0.999,5.20755533392532e-08,"endothelial","Gpx1"
"Rnaseh2b.1",2.07239347175563e-12,-0.468330671822808,0.755,0.883,5.30159697944526e-08,"endothelial","Rnaseh2b"
"Stim2",2.13001545430061e-12,0.369849138233263,0.504,0.255,5.44900553519182e-08,"endothelial","Stim2"
"Fos.9",2.17080822436871e-12,-1.15773935723717,0.432,0.691,5.55336159958004e-08,"endothelial","Fos"
"Coq10b.3",2.18314134510356e-12,0.465395363937678,0.676,0.431,5.58491218904392e-08,"endothelial","Coq10b"
"Afdn.6",2.21104627765158e-12,0.411134463146202,0.921,0.783,5.65629858748827e-08,"endothelial","Afdn"
"Kcmf1",2.27053184278473e-12,0.413508520489558,0.957,0.936,5.8084745602119e-08,"endothelial","Kcmf1"
"Rab34.4",2.31532556015315e-12,-0.473411186664476,0.835,0.945,5.92306584798379e-08,"endothelial","Rab34"
"Cacybp.2",2.40763827852188e-12,-0.291275032642465,1,1,6.15922024411468e-08,"endothelial","Cacybp"
"Ppp2r5a.6",2.46385435654844e-12,0.480723583249263,0.784,0.574,6.30303221492222e-08,"endothelial","Ppp2r5a"
"B4galt5.2",2.51266537162535e-12,0.288201701697374,0.36,0.146,6.42790055369198e-08,"endothelial","B4galt5"
"Trim3",2.5252025688725e-12,0.333466152795578,0.345,0.138,6.45997321168963e-08,"endothelial","Trim3"
"Amot.10",2.57367431769754e-12,0.591179991073062,0.633,0.342,6.58397363953385e-08,"endothelial","Amot"
"Nans.1",2.59021889318856e-12,0.450185127188208,0.95,0.899,6.62629797255498e-08,"endothelial","Nans"
"Vcan.8",2.68129663804619e-12,-0.714767530665414,0.403,0.678,6.85929305944975e-08,"endothelial","Vcan"
"Zfp467.1",2.6814992795357e-12,0.360711743112803,0.424,0.194,6.85981145690823e-08,"endothelial","Zfp467"
"Hells.6",2.90062248598587e-12,-0.516909680090113,0.813,0.938,7.42037244364904e-08,"endothelial","Hells"
"Svil.2",2.94530397375051e-12,0.299523447039656,0.504,0.238,7.53467662564855e-08,"endothelial","Svil"
"Sf3b6",2.94755674662312e-12,-0.311745168895028,1,1,7.54043966921128e-08,"endothelial","Sf3b6"
"Mrpl21",3.28813143588876e-12,-0.342350813570987,1,0.998,8.41169783929062e-08,"endothelial","Mrpl21"
"Igf2.4",3.3340977316943e-12,0.261441085360846,0.317,0.118,8.52928881722035e-08,"endothelial","Igf2"
"Rilpl1.1",3.39196150678499e-12,0.434176223483903,0.604,0.348,8.67731592665737e-08,"endothelial","Rilpl1"
"Elf2",3.43351462490376e-12,0.480465164760971,0.835,0.66,8.7836171134288e-08,"endothelial","Elf2"
"Shroom2",3.66701107256622e-12,0.292201592911071,0.252,0.084,9.38094772583889e-08,"endothelial","Shroom2"
"Ap3s1.1",3.82608735691148e-12,0.439018687677663,0.928,0.824,9.78789667645095e-08,"endothelial","Ap3s1"
"Gm17018.3",3.85789182755484e-12,0.475603012580581,0.899,0.813,9.86925887325079e-08,"endothelial","Gm17018"
"Fndc3c1.4",3.86551357724129e-12,-0.556980353930899,0.245,0.534,9.88875683329867e-08,"endothelial","Fndc3c1"
"Hdac2",3.87613932791751e-12,-0.407027890682489,0.95,0.989,9.91593962867858e-08,"endothelial","Hdac2"
"Ppp1r9b.1",4.00313522259319e-12,0.305386744957874,0.317,0.122,1.02408205264379e-07,"endothelial","Ppp1r9b"
"Lsm3.2",4.05783618543956e-12,-0.304810748038611,1,1,1.03807565295915e-07,"endothelial","Lsm3"
"Slc35a1",4.21862563305523e-12,-0.493935981832481,0.511,0.737,1.07920880944819e-07,"endothelial","Slc35a1"
"Zyx.8",4.26652747301995e-12,0.536139428105739,0.842,0.656,1.09146305814796e-07,"endothelial","Zyx"
"Sec63",4.2894799243101e-12,0.486589814851498,0.813,0.646,1.09733475423701e-07,"endothelial","Sec63"
"Psmg4.4",4.45908960941029e-12,-0.456863286787071,0.856,0.951,1.14072430387934e-07,"endothelial","Psmg4"
"Pgam1.5",4.51762532968721e-12,-0.284439322623816,1,1,1.15569891184058e-07,"endothelial","Pgam1"
"Lhpp.12",4.51997414750926e-12,-0.772407149438974,0.259,0.532,1.15629978641582e-07,"endothelial","Lhpp"
"Hnrnpl.2",4.56657420412887e-12,-0.317366599024974,0.993,1,1.16822101290025e-07,"endothelial","Hnrnpl"
